,type,title,director,cast,date_added,release_year,duration,listed_in,listed_in_count
2243,Movie,We Are One,Stéphane de Freitas,,2020-07-14,2020,86 min,"Documentaries, International Movies, Music & Musicals",3
2244,Movie,Hole in the Wall,"André Odendaal, Johan Vorster","André Odendaal, Nicholas Campbell, Tinarie van Wyk Loots, Bheki Mkwane, Susan Coetzer, Botho Molohloane, Anna Davel, Nomboniso Paile, Dania Gelderblom, Hamish Kyd",2020-07-11,2016,104 min,"Dramas, International Movies",2
2245,TV Show,Dating Around: Brazil,Cassia Dian,,2020-07-10,2020,1 Season,"International TV Shows, Reality TV, Romantic TV Shows",3
2246,TV Show,Down to Earth with Zac Efron,,"Zac Efron, Darin Olien",2020-07-10,2020,1 Season,"Docuseries, Reality TV, Science & Nature TV",3
2247,Movie,Mama's Boy,Amro Salah,"Hesham Maged, Shikoo, Mohammed Tharwat, Mahmoud Ellisy, Ahmed Sultan, Noor Kadri",2020-07-10,2018,101 min,"Comedies, International Movies",2
2248,Movie,The Claudia Kishi Club,Sue Ding,,2020-07-10,2020,17 min,Documentaries,1
2249,TV Show,The Epic Tales of Captain Underpants in Space,,"Nat Faxon, Jay Gragnani, Ramone Hamilton, Sean Astin, Dayci Brookshire, Jorge Diaz, Peter Hastings, Evan Kishiyama, David Koechner, Erica Luttrell, Brennan Murray, Nolan North, Gary Anthony Williams, Secunda Wood",2020-07-10,2020,1 Season,"Kids' TV, TV Action & Adventure, TV Comedies",3
2250,Movie,The Old Guard,Gina Prince-Bythewood,"Charlize Theron, KiKi Layne, Marwan Kenzari, Luca Marinelli, Harry Melling, Van Veronica Ngo, Matthias Schoenaerts, Chiwetel Ejiofor",2020-07-10,2020,126 min,Action & Adventure,1
2251,TV Show,The Twelve,Wouter Bouvijn,"Maaike Neuville, Charlotte De Bruyne, Tom Vermeir, Mieke De Groote, Johan Heldenbergh, Zouzou Ben Chikha, Peter Gorissen, Piet De Praitere, Maaike Cafmeyer, Josse De Pauw, Greet Verstraete, Koen De Sutter, Isabelle Van Hecke, Lynn Van Royen",2020-07-10,2019,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",3
2252,Movie,Your Excellency,Funke Akindele,"Akin Lewis, Funke Akindele, Kemi Lala Akindoju, Shaffy Bello, Kunle Coker, Eku Edewor, Alexx Ekubo, Osas Ighodaro Ajibade, Seyi Law, Falz, Chigul, Deyemi Okanlawon, Beverly Osu, Toni Tones, Christian Paul, Bimbo Manuel, Helen Paul",2020-07-10,2019,120 min,"Comedies, International Movies",2
2253,TV Show,Japan Sinks: 2020,,"Reina Ueda, Tomo Muranaka, Yuko Sasaki, Masaki Terasoma, Hiroyuki Yoshino, Kensho Ono",2020-07-09,2020,1 Season,"Anime Series, International TV Shows",2
2254,TV Show,The Protector,,"Çağatay Ulusoy, Ayça Ayşin Turan, Hazar Ergüçlü, Okan Yalabık, Mehmet Kurtuluş, Yurdaer Okur",2020-07-09,2020,4 Seasons,"International TV Shows, Romantic TV Shows, TV Action & Adventure",3
2255,TV Show,Was It Love?,,"Song Ji-hyo, Son Ho-jun, Song Jong-ho, Koo Ja-sung, Kim Min-jun, Kim Da-som, Kim Mee-kyung, Um Chae-young, Kim Young-ah, Kim Byung-choon",2020-07-09,2020,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",3
2256,Movie,Born Racer,Bryn Evans,Scott Dixon,2020-07-08,2018,89 min,"Documentaries, Sports Movies",2
2257,Movie,Mucho Mucho Amor: The Legend of Walter Mercado,"Cristina Costantini, Kareem Tabsch",Walter Mercado,2020-07-08,2020,96 min,"Documentaries, LGBTQ Movies",2
2258,TV Show,Stateless,,"Yvonne Strahovski, Jai Courtney, Cate Blanchett, Asher Keddie, Fayssal Bazzi, Dominic West",2020-07-08,2020,1 Season,"International TV Shows, TV Dramas",2
2259,Movie,The Long Dumb Road,Hannah Fidell,"Tony Revolori, Jason Mantzoukas, Taissa Farmiga, Grace Gummer, Ciara Bravo, Casey Wilson, Pamela Reed, Ron Livingston",2020-07-08,2018,91 min,"Comedies, Independent Movies",2
2260,Movie,Dr. Seuss' The Lorax,"Chris Renaud, Kyle Balda","Danny DeVito, Ed Helms, Taylor Swift, Zac Efron, Betty White, Rob Riggle, Jenny Slate, Nasim Pedrad, Joel Swetow, Michael Beattie, Stephen Tobolowsky",2020-07-07,2012,86 min,Children & Family Movies,1
2261,Movie,Jim Jefferies: Intolerant,Scott Zabielski,Jim Jefferies,2020-07-07,2020,67 min,Stand-Up Comedy,1
2262,Movie,A Kid from Coney Island,"Coodie, Chike",Stephon Marbury,2020-07-06,2019,89 min,"Documentaries, Sports Movies",2
2263,Movie,PNL - Dans la légende tour,QLF,PNL,2020-07-06,2020,65 min,"International Movies, Music & Musicals",2
2264,Movie,Aiyyaa,Sachin Kundalkar,"Rani Mukerji, Prithviraj Sukumaran, Nirmiti Sawant, Subodh Bhave, Jyoti Subhash, Satish Alekar, Anita Date, Amey Wagh, Kishori Balal, Pakoda Pandi",2020-07-05,2012,151 min,"Comedies, International Movies, Music & Musicals",3
2265,Movie,Bbuddah Hoga Terra Baap,Puri Jagannadh,"Amitabh Bachchan, Hema Malini, Raveena Tandon, Sonu Sood, Sonal Chauhan, Charmy Kaur, Prakash Raj, Makrand Deshpande, Subbaraju, Shawar Ali, Rajeev Verma",2020-07-05,2011,116 min,"Action & Adventure, Comedies, Dramas",3
2266,Movie,Blood Money,Vishal Mahadkar,"Manish Chaudhary, Kunal Kemmu, Amrita Puri, Shekar Shukla, Teeshay, Mia Evonne Uyeda",2020-07-05,2012,110 min,"Dramas, International Movies, Romantic Movies",3
2267,Movie,Bombay Talkies,"Anurag Kashyap, Dibakar Banerjee, Karan Johar, Zoya Akhtar","Rani Mukerji, Randeep Hooda, Saqib Saleem, Nawazuddin Siddiqui, Sadashiv Amrapurkar, Amitabh Bachchan, Ranvir Shorey, Katrina Kaif, Diana Penty",2020-07-05,2013,123 min,"Dramas, International Movies",2
2268,Movie,Boss,Anthony D'Souza,"Akshay Kumar, Ronit Roy, Shiv Pandit, Mithun Chakraborty, Johny Lever, Aditi Rao Hydari, Danny Denzongpa, Govind Namdeo, Parikshat Sahni, Aakash Dabhade",2020-07-05,2013,139 min,"Action & Adventure, Comedies, Dramas",3
2269,Movie,Budhia Singh: Born to Run,Soumendra Padhi,"Manoj Bajpayee, Mayur Mahendra Patole, Tillotama Shome, Shruti Marathe, Chhaya Kadam, Gajraj Rao",2020-07-05,2016,95 min,"Dramas, Independent Movies, International Movies",3
2270,Movie,Chashme Baddoor,David Dhawan,"Rishi Kapoor, Ali Zafar, Taapsee Pannu, Siddharth, Divyendu Sharma, Anupam Kher, Bharati Achrekar, Lillete Dubey, Ayaz Khan",2020-07-05,2013,121 min,"Comedies, International Movies, Music & Musicals",3
2271,Movie,Dharam Sankat Mein,Fuwad Khan,"Paresh Rawal, Annu Kapoor, Alka Badola Kaushal, Auritra Ghosh, Naseeruddin Shah, Manoj Raghubir Sharma, Rushita Pandya, Murli Sharma",2020-07-05,2015,127 min,"Comedies, Dramas, International Movies",3
2272,Movie,Drishyam,Nishikant Kamat,"Ajay Devgn, Shriya Saran, Tabu, Rajat Kapoor, Ishita Dutta, Mrunal Jadhav, Prasanna Ketkar, Yogesh Sonam, Prathamesh Parab, Rishabh Chaddha",2020-07-05,2015,162 min,"Dramas, International Movies, Thrillers",3
2273,Movie,Gabbar Is Back,Krish,"Akshay Kumar, Shruti Haasan, Sunil Grover, Kareena Kapoor, Ishita Vyas, Suman Talwar, Jaideep Ahlawat, Shruti Bapna",2020-07-05,2015,128 min,"Action & Adventure, Dramas, International Movies",3
2274,Movie,Gollu Aur Pappu,Kabir Sadanand,"Vir Das, Sandeepa Dhar, Dimple Kapadia, Kunaal Roy Kapur, Deepak Tijori",2020-07-05,2014,112 min,"Action & Adventure, Comedies, International Movies",3
2275,TV Show,Hook,Rachit Kusonkoonsiri,"Peemapol Panichtamrong, Phiravich Attachitsataporn, Thime Pichitsurakit, Jidapa Siribunchawan, Yanin Opassathaworn, Jaturong Kolimart, Pete Thongchua, Ratchanont Sukpragawp, Kanyaphak Pongsak, Kittikun Tansuhas, Tanawat Cheawaram, Toru Takizawa, Noraworn Puangumpai",2020-07-05,2020,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",3
2276,Movie,Inkaar,Sudhir Mishra,"Arjun Rampal, Chitrangada Singh, Deepti Naval, Kanwaljeet Singh, Rehana Sultan, Vipin Sharma, Kaizaad Kotwal, Sujata Sehgal, Shivani Tanksale, Asheesh Kapur",2020-07-05,2013,125 min,"Dramas, International Movies, Romantic Movies",3
2277,Movie,Madras Café,Shoojit Sircar,"John Abraham, Nargis Fakhri, Rashi Khanna, Avijit Dutt, Prakash Belawadi, Ajay Ratnam, Siddartha Basu, Agnello Dias, Dibang",2020-07-05,2013,128 min,"Dramas, International Movies, Thrillers",3
2278,Movie,Mary Kom,Omung Kumar,"Priyanka Chopra, Darshan Kumar, Sunil Thapa, Kenny Basumatary, Shishir Sharma, Robin Das, Rajni Basumatary, Lin Laishram, Shakti Singh",2020-07-05,2014,120 min,"Dramas, International Movies, Sports Movies",3
2279,Movie,Michael,Ribhu Dasgupta,"Naseeruddin Shah, Mahie Gill, Sabyasachi Chakraborty, Rudranil Ghosh, Iravati Harshe, Churni Ganguly, June Maliah, Purav Bhandare, Shridhar Watsar",2020-07-05,2011,86 min,"Dramas, Independent Movies, International Movies",3
2280,Movie,Mumbai Delhi Mumbai,Satish Rajwade,"Shiv Pandit, Piaa Bajpai",2020-07-05,2014,107 min,"Comedies, International Movies, Romantic Movies",3
2281,Movie,Oh My God,Umesh Shukla,"Akshay Kumar, Paresh Rawal, Mithun Chakraborty, Om Puri, Apoorva Arora, Arun Bali, Honey Chaaya, Poonam Jhawer, Mahesh Manjrekar, Govind Namdeo",2020-07-05,2012,129 min,"Comedies, Dramas, International Movies",3
2282,Movie,One by Two,Devika Bhagat,"Abhay Deol, Preeti Desai, Lillete Dubey, Rati Agnihotri, Jayant Kripalani, Darshan Jariwala, Anish Trivedi, Geetika Tyagi, Preetika Chawla, Tahir Raj Bhasin",2020-07-05,2014,135 min,"Comedies, Dramas, International Movies",3
2283,Movie,Only,Takashi Doscher,"Freida Pinto, Leslie Odom Jr., Chandler Riggs, Jayson Warner Smith, Joshua Mikel, Mark Ashworth, Tia Hendricks, Richard Hempton, Noor Naghmi, Maggie Parto",2020-07-05,2019,97 min,"Dramas, Independent Movies, Romantic Movies",3
2284,Movie,Penalty,Shubham Singh,"Lukram Smil, Manjot Singh, Shashank Arora, Kay Kay Menon, Aakash Dabhade, Srishti Jain, Bijou Thaangjam, Mohit Nain, Ashwin Kaushal",2020-07-05,2019,125 min,"Dramas, Independent Movies, International Movies",3
2285,Movie,Players,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Vinod Khanna, Abhishek Bachchan, Bobby Deol, Sonam Kapoor, Bipasha Basu, Neil Nitin Mukesh, Sikander Kher, Omi Vaidya, Johny Lever, Shweta Bhardwaj",2020-07-05,2012,162 min,"Action & Adventure, International Movies",2
2286,Movie,Pyaar Ka Punchnama 2,Luv Ranjan,"Kartik Aaryan, Nushrat Bharucha, Sonalli Sehgall, Sunny Singh, Ishita Raj, Omkar Kapoor, Sharat Saxena, Mona Ambegaonkar",2020-07-05,2015,136 min,"Comedies, Dramas, International Movies",3
2287,Movie,Queen,Vikas Bahl,"Kangana Ranaut, Rajkummar Rao, Lisa Haydon, Mish Boyko, Jeffrey Chee Eng Ho, Marco Canadea, Sabeeka Imam, Yogendra Tikku",2020-07-05,2014,138 min,"Comedies, Dramas, International Movies",3
2288,Movie,Shaitan,Bejoy Nambiar,"Rajeev Khandelwal, Kalki Koechlin, Gulshan Devaiah, Shiv Pandit, Kirti Kulhari, Neil Bhoopalam, Nikhil Chinappa, Rajit Kapoor, Rajkummar Rao, Pavan Malhotra",2020-07-05,2011,126 min,"Action & Adventure, Dramas, Independent Movies",3
2289,Movie,Special 26,Neeraj Pandey,"Akshay Kumar, Manoj Bajpayee, Anupam Kher, Jimmy Shergill, Kajal Aggarwal, Divya Dutta, Kharaj Mukherjee, Rajesh Sharma, Kishore Kadam, Neeru Bajwa, Deep Raj Rana, Neetu Singh",2020-07-05,2013,137 min,"Dramas, International Movies, Thrillers",3
2290,Movie,Tanu Weds Manu,Aanand Rai,"Madhavan, Kangana Ranaut, Jimmy Shergill, Deepak Dobriyal, Swara Bhaskar, Eijaz Khan, K.K. Raina, Rajendra Gupta, Ravi Kishan, Navni Parihar",2020-07-05,2011,114 min,"Comedies, Dramas, International Movies",3
2291,Movie,What the Fish,Gurmmeet Singh,"Dimple Kapadia, Vishal Sharma, Sumit Suri, Anand Tiwari, Deepti Pujari, Manu Rishi Chadha, Geetika Tyagi, Manjot Singh, Sabina Sheema",2020-07-05,2013,96 min,"Comedies, International Movies",2
2292,TV Show,Little Singham,,"Swapnil Kumari, Jigna Bhardwaj, Sonal Kaushal, Neshma Chemburkar, Ganesh Divekar, Shaily Dube, Saumya Daan, Anamaya Verma, Parminder Ghumman, Pawan Kalra",2020-07-04,2020,2 Seasons,"Kids' TV, TV Comedies",2
2293,TV Show,Cable Girls,,"Blanca Suárez, Nadia de Santiago, Ana Fernández, Maggie Civantos, Ana Polvorosa, Yon González, Martiño Rivas, Nico Romero, Borja Luna, Sergio Mur, Concha Velasco, Antonio Velázquez, Ernesto Alterio, Ira del Río, Angela Cremonte, Andrea Carballo",2020-07-03,2019,6 Seasons,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",3
2294,Movie,Desperados,LP,"Nasim Pedrad, Anna Camp, Lamorne Morris, Heather Graham, Robbie Amell, Sarah Burns, Jessica Chaffin",2020-07-03,2020,107 min,"Comedies, Romantic Movies",2
2295,Movie,Hunter in the Blue Side of Manchester,Rako Prijanto,"Adipati Dolken, Ganindra Bimo, Donny Alamsyah, Vonny Cornellya, Tania Staite, Maurice Bryrne, Kevin Bzezovski Taroreh",2020-07-03,2020,89 min,"Dramas, International Movies",2
2296,Movie,I Am Not Your Negro,Raoul Peck,"Samuel L. Jackson, Joey Starr",2020-07-03,2017,94 min,Documentaries,1
2297,TV Show,JU-ON: Origins,,"Yoshiyoshi Arakawa, Yuina Kuroshima, Ririka, Koki Osamura, Seiko Iwaido, Kai Inowaki, Ryushin Tei, Yuya Matsuura, Kaho Tsuchimura, Takemi Fujii, Ryota Matsushima, Haruka Kubo, Shinsuke Kato, Nana Yanagisawa, Atom Shukugawa, Yura Anno, Tokio Emoto, Nobuko Sendo, Kana Kurashina",2020-07-03,2020,1 Season,"International TV Shows, TV Horror, TV Mysteries",3
2298,TV Show,Southern Survival,,,2020-07-03,2020,1 Season,Reality TV,1
2299,TV Show,The Baby-Sitters Club,,"Sophie Grace, Momona Tamada, Shay Rudolph, Malia Baker, Xochitl Gomez, Alicia Silverstone, Mark Feuerstein, Marc Evan Jackson, Aya Furukawa, Jessica Elaina Eason",2020-07-03,2020,1 Season,"Kids' TV, TV Dramas",2
2300,Movie,The Perfect Picture: Ten Years Later,Shirley Frimpong-Manso,"Jackie Appiah, Naa Ashorkor Mensa-Doku, Lydia Forson, Adjetey Anang, Richard Mofe-Damijo, Chris Attoh, Gideon Okeke, Joselyn Dumas, John Dumelo, Beverly Naya",2020-07-03,2019,148 min,"Comedies, Dramas, International Movies",3
2301,TV Show,Supermarket Sweep,,,2020-07-02,1993,1 Season,Reality TV,1
2302,Movie,Thiago Ventura: POKAS,"Fabio Ock, Joana Mazzucchelli",Thiago Ventura,2020-07-02,2020,82 min,Stand-Up Comedy,1
2303,TV Show,Warrior Nun,,"Alba Baptista, Toya Turner, Lorena Andrea, Kristina Tonteri-Young, Tristán Ulloa",2020-07-02,2020,1 Season,"TV Action & Adventure, TV Mysteries, TV Sci-Fi & Fantasy",3
2304,Movie,#AnneFrank - Parallel Stories,"Sabina Fedeli, Anna Migotto","Helen Mirren, Gengher Gatti",2020-07-01,2019,95 min,"Documentaries, International Movies",2
2305,TV Show,21 Again,,Laura Morgan,2020-07-01,2019,1 Season,"British TV Shows, Reality TV",2
2306,TV Show,A Touch of Green,,"Weber Yang, Cheryl Yang, Tien Hsin, Gabriel Lan, Wu Kang-jen, Cindy Lien, Wen Chen-ling, Hans Chung",2020-07-01,2016,1 Season,"International TV Shows, TV Dramas",2
2307,TV Show,Abby Hatcher,Kyran Kelly,"Macy Drouin, Wyatt White, Paul Sun-Hyung Lee, Michela Luci, Christian Dal Dosso, Laaibah Alvi, Leo Orgil",2020-07-01,2019,1 Season,Kids' TV,1
2308,Movie,Adú,Salvador Calvo,"Luis Tosar, Anna Castillo, Álvaro Cervantes, Miquel Fernández, Jesús Carroza, Moustapha Oumarou, Adam Nourou, Zayidiyya Dissou, Ana Wagener, Nora Navas",2020-07-01,2020,120 min,"Dramas, International Movies",2
2309,Movie,Ali Baba ve 7 Cüceler,Cem Yılmaz,"Cem Yılmaz, Irina Ivkina, Çetin Altay, Zafer Algöz, Can Yılmaz, Bahtiyar Engin, Fevzi Gökçe, Yosi Mizrahi",2020-07-01,2015,115 min,"Action & Adventure, Comedies, International Movies",3
2310,Movie,David Foster: Off the Record,Barry Avrich,David Foster,2020-07-01,2019,107 min,"Documentaries, Music & Musicals",2
2311,Movie,Double Jeopardy,Bruce Beresford,"Tommy Lee Jones, Ashley Judd, Bruce Greenwood, Annabeth Gish, Roma Maffia, Jay Brazeau, Michael Gaston, Daniel Lapaine",2020-07-01,1999,105 min,Thrillers,1
2312,Movie,Pek Yakında,Cem Yılmaz,"Cem Yılmaz, Tülin Özen, Ozan Güven, Özkan Uğur, Zafer Algöz, Cengiz Bozkurt, Cahit Gök, Bahtiyar Engin, Mazhar Alanson, Metin Coşkun, Tuğrul Tülek",2020-07-01,2014,134 min,"Comedies, International Movies",2
2313,TV Show,Say I Do,,"Jeremiah Brent, Thai Nguyen, Gabriele Bertaccini",2020-07-01,2020,1 Season,"Reality TV, Romantic TV Shows",2
2314,Movie,Stardust,Matthew Vaughn,"Claire Danes, Michelle Pfeiffer, Robert De Niro, Charlie Cox, Sienna Miller, Ricky Gervais, Jason Flemyng, Rupert Everett, Peter O'Toole, Mark Strong, Kate Magowan, Ian McKellen",2020-07-01,2007,128 min,"Action & Adventure, International Movies, Romantic Movies",3
2315,Movie,The F**k-It List,Michael Duggan,"Eli Brown, Madison Iseman, Marcus Scribner, Jerry O'Connell, Karan Brar, Tristan Lake Leabu, Peter Facinelli, Natalie Zea",2020-07-01,2019,103 min,Comedies,1
2316,Movie,The Silence of Others,"Almudena Carracedo, Robert Bahar",,2020-07-01,2019,96 min,"Documentaries, International Movies",2
2317,Movie,Total Recall,Paul Verhoeven,"Arnold Schwarzenegger, Rachel Ticotin, Sharon Stone, Michael Ironside, Ronny Cox, Marshall Bell, Michael Champion, Mel Johnson Jr., Roy Brocksmith, Rosemary Dunsmore",2020-07-01,1990,114 min,"Action & Adventure, Sci-Fi & Fantasy",2
2318,TV Show,Trotro,,,2020-07-01,2004,1 Season,Kids' TV,1
2319,Movie,Under the Riccione Sun,Younuts!,"Cristiano Caccamo, Lorenzo Zurzolo, Ludovica Martino, Davide Calgaro, Matteo Oscar Giuggioli, Saul Nanni, Fotinì Peluso, Claudia Tranchese, Isabella Ferrari, Luca Ward, Andrea Roncato, Giulia Schiavo, Maria Luisa De Crescenzo, Sergio Ruggeri, Rosanna Sapia, Tommaso Paradiso",2020-07-01,2020,102 min,"Comedies, International Movies, Romantic Movies",3
2320,TV Show,BNA,,"Sumire Morohoshi, Yoshimasa Hosoya, Maria Naganawa, Kaito Ishikawa, Gara Takashima, Michiyo Murase",2020-06-30,2020,1 Season,"Anime Series, International TV Shows",2
2321,Movie,George Lopez: We'll Do It For Half,Troy Miller,George Lopez,2020-06-30,2020,52 min,Stand-Up Comedy,1
2322,TV Show,Homemade,,,2020-06-30,2020,1 Season,"International TV Shows, TV Dramas",2
2323,Movie,The Mirror Boy,Obi Emelonye,"Edward Kagutuzi, Genevieve Nnaji, Osita Iheme, Fatima Jabbe, Victor Carvalho, Felix Ceesay, John Charles Njie, Momodu Musa Ceesay",2020-06-30,2011,86 min,"Action & Adventure, Dramas, International Movies",3
2324,Movie,#FriendButMarried 2,Rako Prijanto,"Adipati Dolken, Mawar de Jongh, Sari Nila, Vonny Cornellya, Clay Gribble, Ivan Leonardy, Sarah Sechan, Jourdy Pranata",2020-06-28,2020,104 min,"Dramas, International Movies, Romantic Movies",3
2325,Movie,Skin,Daniel Effiong,Beverly Naya,2020-06-28,2019,76 min,"Documentaries, International Movies",2
2326,Movie,Thackeray (Marathi),Abhijit Panse,"Nawazuddin Siddiqui, Amrita Rao, Rajeev Panday, Sanjay Narvekar, Rajesh Khera, Prakash Belawadi, Avantika Akerkar",2020-06-28,2019,135 min,"Dramas, International Movies",2
2327,TV Show,Dark,,"Louis Hofmann, Oliver Masucci, Jördis Triebel, Maja Schöne, Karoline Eichhorn, Sebastian Rudolph, Anatole Taubman, Mark Waschke, Stephan Kampwirth, Anne Ratte-Polle, Andreas Pietschmann, Lisa Vicari, Michael Mendl, Angela Winkler",2020-06-27,2020,3 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",3
2328,Movie,Ride Like a Girl,Rachel Griffiths,"Teresa Palmer, Sam Neill, Sullivan Stapleton, Stevie Payne, Brooke Satchwell, Magda Szubanski, Aaron Glenane, Damien Garvey, Sophia Crawford, Henry Nixon",2020-06-27,2020,99 min,"Children & Family Movies, Dramas, Independent Movies",3
2329,TV Show,All For Love,,"Ana María Estupiñán, Carlos Torres, Yuri Vargas, Jim Muñoz, Julio Sánchez Cóccaro, Alina Lozano, Valeria Gálviz, Juan Millán, Juan del Río, Mario Duarte",2020-06-26,2020,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",3
2330,Movie,Eurovision Song Contest: The Story of Fire Saga,David Dobkin,"Will Ferrell, Rachel McAdams, Dan Stevens, Melissanthi Mahut, Mikael Persbrandt, Ólafur Darri Ólafsson, Graham Norton, Demi Lovato, Pierce Brosnan",2020-06-26,2020,124 min,"Comedies, Music & Musicals, Romantic Movies",3
2331,TV Show,Home Game,,,2020-06-26,2020,1 Season,Docuseries,1
2332,Movie,Kasanova,Oluseyi Asurf,"Wale Ojo, Ireti Doyle, Alvin Abayomi, Toyin Abraham, Ruby Akubueze, Chimezie Imo, Tomiwa Tegbe",2020-06-26,2019,117 min,"Comedies, International Movies, Romantic Movies",3
2333,Movie,Ordinary People,Eduardo Roy Jr.,"Ronwaldo Martin, Hasmine Killip, Maria Isabel Lopez, Raymond Lee, Erlinda Villalobos, Sue Prado",2020-06-26,2016,107 min,"Dramas, Independent Movies, International Movies",3
2334,Movie,Seven (Tamil),,,2020-06-26,2019,111 min,"Dramas, International Movies, Romantic Movies",3
2335,Movie,Seven (Telugu),,,2020-06-26,2019,116 min,"Dramas, International Movies, Romantic Movies",3
2336,Movie,Thackeray (Hindi),Abhijit Panse,"Nawazuddin Siddiqui, Amrita Rao, Rajeev Panday, Sanjay Narvekar, Rajesh Khera, Prakash Belawadi, Avantika Akerkar",2020-06-26,2019,135 min,"Dramas, International Movies",2
2337,TV Show,Twogether,,"Lee Seung-gi, Jasper Liu",2020-06-26,2020,1 Season,"International TV Shows, Korean TV Shows, Reality TV",3
2338,Movie,Krishna and His Leela,Ravikanth Perepu,"Siddhu Jonnalagadda, Shraddha Srinath, Seerat Kapoor, Shalini Vadnikatti, Jhansi, Viva Harsha, Sampath Raj, Samyuktha Hornad",2020-06-25,2020,126 min,"International Movies, Romantic Movies",2
2339,Movie,Prem Ratan Dhan Payo,Sooraj R. Barjatya,"Salman Khan, Sonam Kapoor, Anupam Kher, Neil Nitin Mukesh, Sanjay Mishra, Swara Bhaskar, Deepak Dobriyal, Arman Kohli, Manoj Joshi, Samaira Rao, Karuna Pandey, Sucheta Khanna",2020-06-25,2015,164 min,"Action & Adventure, Dramas, International Movies",3
