Cast,Genre(s)
Thom Hernandez,"['Animation', 'Action-Adventure', 'Fantasy']"
 Edward Asner,"['Animation', 'Action-Adventure', 'Fantasy', 'Kids']"
 Jeff Bennett,"['Comedy', 'Action-Adventure', 'Fantasy', 'Kids', 'Coming of Age', 'Anthology', 'Animation', 'Family']"
 Keith David,"['Comedy', 'Family', 'Action-Adventure', 'Animation', 'Fantasy']"
 Bill Fagerbakke,"['Animation', 'Action-Adventure', 'Fantasy', 'Coming of Age']"
 Jonathan Frakes,"['Animation', 'Action-Adventure', 'Fantasy']"
Sarah Hyland,"['Comedy', 'Family', 'Drama', 'Coming of Age', 'Documentary']"
 Matt Prokop,"['Comedy', 'Drama', 'Coming of Age']"
 Sasha Pieterse,"['Comedy', 'Drama', 'Coming of Age']"
 Jordan Nichols,"['Comedy', 'Drama', 'Coming of Age']"
 Vanessa Morgan,"['Comedy', 'Drama', 'Coming of Age']"
 Lili Simmons,"['Comedy', 'Drama', 'Coming of Age']"
Trevor Morgan,"['Comedy', 'Coming of Age']"
 Emmy Rossum,"['Comedy', 'Coming of Age']"
 Yannick Bisson,"['Comedy', 'Coming of Age']"
 Peter Keleghan,"['Comedy', 'Coming of Age']"
 Philip Granger,"['Comedy', 'Coming of Age']"
 Charles Fleischer,"['Comedy', 'Coming of Age']"
Jason Topolski,"['Animation', 'Comedy', 'Family']"
 A.J. Riebli  III,"['Animation', 'Comedy', 'Family']"
 Steve Purcell,"['Animation', 'Comedy', 'Fantasy', 'Family']"
 Peter Sohn,"['Animation', 'Buddy', 'Comedy', 'Family']"
 Bob Peterson,"['Comedy', 'Buddy', 'Action-Adventure', 'Animation', 'Family']"
 Kim Donovan,"['Animation', 'Comedy', 'Family']"
Bob Peterson,"['Comedy', 'Buddy', 'Action-Adventure', 'Kids', 'Animation', 'Family']"
Lindsay Lohan,"['Comedy', 'Fantasy', 'Mystery', 'Drama', 'Coming of Age', 'Family']"
 Bug Hall,"['Drama', 'Mystery']"
 Ian Gomez,"['Drama', 'Mystery']"
 Brenda Song,"['Comedy', 'Action-Adventure', 'Fantasy', 'Music', 'Mystery', 'Drama', 'Coming of Age', 'Animation', 'Family']"
 Ali Mukadam,"['Drama', 'Mystery']"
 Dan Lett,"['Drama', 'Mystery']"
Bill Graves,"['Documentary', 'Family', 'Animals & Nature']"
Rowan Blanchard,"['Comedy', 'Family', 'Coming of Age', 'Science Fiction']"
 Ben Savage,"['Comedy', 'Family', 'Coming of Age']"
 Sabrina Carpenter,"['Comedy', 'Action-Adventure', 'Music', 'Biographical', 'Drama', 'Coming of Age', 'Animation', 'Family']"
 Peyton Meyer,"['Comedy', 'Family', 'Coming of Age']"
 August Maturo,"['Comedy', 'Family', 'Coming of Age']"
 Danielle Fishel,"['Comedy', 'Family', 'Coming of Age']"
Jordan Hinson,"['Sports', 'Coming of Age']"
 Whitney Sloan,"['Sports', 'Coming of Age']"
 Cristine Rose,"['Sports', 'Coming of Age']"
Andrew Lawrence,"['Comedy', 'Action-Adventure', 'Sports', 'Coming of Age', 'Animation', 'Family']"
 Khleo Thomas,"['Sports', 'Coming of Age']"
 Alessandra Toreson,"['Sports', 'Coming of Age']"
 Billy Brown,"['Sports', 'Coming of Age']"
 Brenda Strong,"['Sports', 'Coming of Age']"
 Brian Wimmer,"['Sports', 'Coming of Age']"
Bridgit Mendler,"['Comedy', 'Music', 'Drama', 'Coming of Age', 'Family']"
 Leigh-Allyn Baker,"['Comedy', 'Buddy', 'Coming of Age', 'Family']"
 Bradley Perry,"['Comedy', 'Action-Adventure', 'Music', 'Coming of Age', 'Family']"
 Mia Talerico,"['Comedy', 'Family', 'Coming of Age']"
 Eric Kramer,"['Comedy', 'Family', 'Coming of Age']"
 Jason Dolley,"['Comedy', 'Family', 'Coming of Age', 'Drama']"
Bridgit Mendler,"['Comedy', 'Music', 'Drama', 'Coming of Age', 'Family']"
 Leigh-Allyn Baker,"['Comedy', 'Buddy', 'Coming of Age', 'Family']"
 Bradley Perry,"['Comedy', 'Action-Adventure', 'Music', 'Coming of Age', 'Family']"
 Mia Talerico,"['Comedy', 'Family', 'Coming of Age']"
 Debra Monk,"['Comedy', 'Family', 'Coming of Age']"
 Michael Kagan,"['Comedy', 'Family', 'Coming of Age']"
Nancy Cartwright,"['Comedy', 'Family', 'Action-Adventure', 'Kids', 'Coming of Age', 'Animation', 'Fantasy']"
 Jim Cummings,"['Comedy', 'Buddy', 'Action-Adventure', 'Fantasy', 'Kids', 'Drama', 'Anthology', 'Animation', 'Family']"
 Dana Hill,"['Animation', 'Comedy', 'Kids']"
 Rob Paulson,"['Animation', 'Comedy', 'Kids']"
 Corey Burton,"['Comedy', 'Buddy', 'Science Fiction', 'Action-Adventure', 'Fantasy', 'Kids', 'Animation', 'Series', 'Family']"
 Bill Farmer,"['Comedy', 'Buddy', 'Action-Adventure', 'Fantasy', 'Kids', 'Sports', 'Anthology', 'Animation', 'Family', 'Parody']"
Camille Guaty,"['Dance', 'Drama', 'Coming of Age']"
 America Ferrera,"['Action-Adventure', 'Dance', 'Drama', 'Coming of Age', 'Animation', 'Fantasy']"
 Jhoanna Flores,"['Dance', 'Drama', 'Coming of Age']"
 Suilma Rodriguez,"['Dance', 'Drama', 'Coming of Age']"
 Sabrina Wiener,"['Dance', 'Drama', 'Coming of Age']"
 Miguel Sandoval,"['Dance', 'Drama', 'Coming of Age']"
Alec Baldwin,"['Survival', 'Docuseries', 'Animals & Nature']"
Donald Crisp,"['Drama', 'Coming of Age', 'Family', 'Animals & Nature']"
 Laurence Naismith,"['Action-Adventure', 'Drama', 'Coming of Age', 'Animals & Nature', 'Family']"
 Alex Mackenzie,"['Drama', 'Family', 'Animals & Nature']"
 Duncan Macrae,"['Drama', 'Family', 'Animals & Nature']"
 Andrew Cruickshank,"['Drama', 'Family', 'Animals & Nature']"
 Gordon Jackson,"['Drama', 'Family', 'Animals & Nature']"
Edward Asner,"['Comedy', 'Family', 'Action-Adventure', 'Kids', 'Crime', 'Drama', 'Animals & Nature', 'Animation', 'Fantasy']"
 Don Knotts,"['Comedy', 'Action-Adventure', 'Disaster', 'Western', 'Animals & Nature', 'Animation', 'Family']"
 Gary Grimes,"['Comedy', 'Family', 'Animals & Nature']"
 Tim Conway,"['Comedy', 'Fantasy', 'Kids', 'Western', 'Animals & Nature', 'Family']"
 Liberty Williams,"['Comedy', 'Family', 'Animals & Nature']"
 Dick Van Patten,"['Comedy', 'Science Fiction', 'Fantasy', 'Animals & Nature', 'Family']"
Debbie Reynolds,"['Comedy', 'Action-Adventure', 'Coming of Age']"
 Judith Hoag,"['Comedy', 'Family', 'Action-Adventure', 'Coming of Age', 'Fantasy']"
 Kimberly Brown,"['Comedy', 'Action-Adventure', 'Coming of Age']"
 Joey Zimmerman,"['Comedy', 'Action-Adventure', 'Fantasy', 'Coming of Age']"
 Phillip Van Dyke,"['Comedy', 'Action-Adventure', 'Fantasy', 'Coming of Age']"
 Emily Roeske,"['Comedy', 'Action-Adventure', 'Fantasy', 'Coming of Age']"
Kimberly Brown,"['Comedy', 'Action-Adventure', 'Fantasy', 'Coming of Age']"
 Judith Hoag,"['Comedy', 'Family', 'Action-Adventure', 'Coming of Age', 'Fantasy']"
 Joey Zimmerman,"['Comedy', 'Action-Adventure', 'Fantasy', 'Coming of Age']"
 Emily Roeske,"['Comedy', 'Action-Adventure', 'Fantasy', 'Coming of Age']"
 Clifton Davis,"['Comedy', 'Action-Adventure', 'Fantasy']"
 Finn Wittrock,"['Comedy', 'Action-Adventure', 'Fantasy']"
Kimberly Brown,"['Comedy', 'Action-Adventure', 'Fantasy', 'Coming of Age']"
 Judith Hoag,"['Comedy', 'Family', 'Action-Adventure', 'Coming of Age', 'Fantasy']"
 Daniel Kountz,"['Action-Adventure', 'Fantasy']"
 Joseph Zimmerman,"['Action-Adventure', 'Fantasy']"
 Emily Roeske,"['Comedy', 'Action-Adventure', 'Fantasy', 'Coming of Age']"
 Phillip Van Dyke,"['Comedy', 'Action-Adventure', 'Fantasy', 'Coming of Age']"
Wilmer Valderrama,"['Animation', 'Kids']"
 Carlos Alazraqui,"['Comedy', 'Action-Adventure', 'Kids', 'Coming of Age', 'Animation', 'Fantasy']"
 Dee Baker,"['Animation', 'Action-Adventure', 'Science Fiction', 'Kids']"
 Nika Futterman,"['Animation', 'Kids']"
 Tom Kenny,"['Comedy', 'Action-Adventure', 'Fantasy', 'Kids', 'Anime', 'Coming of Age', 'Animation', 'Family']"
 Kath Soucie,"['Comedy', 'Action-Adventure', 'Musical', 'Kids', 'Animation', 'Family']"
Miley Cyrus,"['Comedy', 'Concert Film', 'Action-Adventure', 'Music', 'Kids', 'Drama', 'Coming of Age', 'Animation', 'Documentary']"
 Emily Osment,"['Comedy', 'Drama', 'Coming of Age', 'Kids']"
 Mitchel Musso,"['Comedy', 'Action-Adventure', 'Kids', 'Coming of Age', 'Animals & Nature', 'Animation']"
 Jason Earles,"['Comedy', 'Action-Adventure', 'Kids', 'Mystery', 'Drama', 'Coming of Age']"
 Billy Cyrus,"['Comedy', 'Kids', 'Music', 'Coming of Age', 'Concert Film', 'Documentary']"
Miley Cyrus,"['Comedy', 'Concert Film', 'Action-Adventure', 'Music', 'Kids', 'Drama', 'Coming of Age', 'Animation', 'Documentary']"
 Joe Jonas,"['Comedy', 'Documentary', 'Musical', 'Music', 'Kids', 'Coming of Age', 'Concert Film', 'Family']"
 Kevin Jonas,"['Musical', 'Music', 'Coming of Age', 'Concert Film', 'Documentary']"
 Nick Jonas,"['Comedy', 'Documentary', 'Musical', 'Music', 'Kids', 'Coming of Age', 'Concert Film', 'Family']"
 Kenny Ortega,"['Concert Film', 'Documentary', 'Music']"
 Billy Cyrus,"['Comedy', 'Kids', 'Music', 'Coming of Age', 'Concert Film', 'Documentary']"
Miley Cyrus,"['Comedy', 'Concert Film', 'Action-Adventure', 'Music', 'Kids', 'Drama', 'Coming of Age', 'Animation', 'Documentary']"
 Emily Osment,"['Comedy', 'Drama', 'Coming of Age', 'Kids']"
 Margo Martindale,"['Comedy', 'Drama', 'Coming of Age']"
 Jason Earles,"['Comedy', 'Action-Adventure', 'Kids', 'Mystery', 'Drama', 'Coming of Age']"
 Peter Gunn,"['Comedy', 'Drama', 'Coming of Age']"
 Melora Hardin,"['Comedy', 'Drama', 'Coming of Age']"
Jason Dolley,"['Comedy', 'Science Fiction', 'Action-Adventure', 'Drama', 'Coming of Age', 'Family']"
 Mitchel Musso,"['Comedy', 'Action-Adventure', 'Kids', 'Coming of Age', 'Animals & Nature', 'Animation']"
 Tiffany Thornton,"['Comedy', 'Coming of Age', 'Romance']"
 Josie Loren,"['Comedy', 'Coming of Age']"
 Sean O'Bryan,"['Comedy', 'Coming of Age']"
 Amy Farrington,"['Comedy', 'Sports', 'Coming of Age']"
Walt Disney,"['Comedy', 'Family', 'Action-Adventure', 'Historical', 'Fantasy', 'Kids', 'Variety', 'Drama', 'Animation', 'Documentary']"
 Marcellite Garner,"['Animation', 'Action-Adventure', 'Comedy', 'Family']"
 Clarence Nash,"['Comedy', 'Action-Adventure', 'Musical', 'Kids', 'Animation', 'Family']"
 Pinto Colvig,"['Comedy', 'Fantasy', 'Kids', 'Animation', 'Family']"
Tom McGowan,"['Comedy', 'Family']"
 Aaron Schwartz,"['Comedy', 'Family']"
 Shaun Weiss,"['Comedy', 'Family']"
 Tom Hodges,"['Comedy', 'Family']"
 Leah Lail,"['Comedy', 'Family']"
 Paul Feig,"['Comedy', 'Family']"
Cloris Leachman,"['Comedy', 'Action-Adventure', 'Family']"
 Charles Smith,"['Comedy', 'Action-Adventure', 'Family']"
 John Vernon,"['Comedy', 'Family', 'Action-Adventure', 'Kids', 'Coming of Age', 'Animation', 'Buddy']"
 Stephen Burns,"['Comedy', 'Action-Adventure', 'Family']"
 Elyssa Davalos,"['Western', 'Comedy', 'Action-Adventure', 'Family']"
 Joaquin Garay  III,"['Comedy', 'Action-Adventure', 'Family']"
Dean Jones,"['Comedy', 'Action-Adventure', 'Fantasy', 'Sports', 'Animals & Nature', 'Family']"
 Don Knotts,"['Comedy', 'Action-Adventure', 'Disaster', 'Western', 'Animals & Nature', 'Animation', 'Family']"
 Julie Sommars,"['Comedy', 'Action-Adventure', 'Family']"
 Jacques Marin,"['Comedy', 'Family', 'Action-Adventure', 'Survival', 'Fantasy']"
 Roy Kinnear,"['Comedy', 'Action-Adventure', 'Family']"
 Bernard Fox,"['Comedy', 'Action-Adventure', 'Family']"
Helen Hayes,"['Comedy', 'Family', 'Crime', 'Coming of Age', 'Romantic Comedy']"
 Ken Berry,"['Comedy', 'Family', 'Romantic Comedy']"
 Stefanie Powers,"['Comedy', 'Family', 'Romantic Comedy']"
 John McIntire,"['Comedy', 'Family', 'Romantic Comedy']"
 Keenan Wynn,"['Comedy', 'Science Fiction', 'Romantic Comedy', 'Fantasy', 'Sports', 'Family']"
 Huntz Hall,"['Comedy', 'Family', 'Romantic Comedy']"
Tate Donovan,"['Comedy', 'Action-Adventure', 'Survival', 'Animals & Nature', 'Animation', 'Documentary']"
 Joshua Keaton,"['Animation', 'Action-Adventure', 'Comedy']"
 Roger Bart,"['Animation', 'Action-Adventure', 'Comedy', 'Science Fiction']"
 Danny DeVito,"['Comedy', 'Family', 'Action-Adventure', 'Drama', 'Animation', 'Fantasy']"
 James Woods,"['Animation', 'Action-Adventure', 'Comedy']"
 Susan Egan,"['Comedy', 'Action-Adventure', 'Music', 'Animation', 'Reality']"
Zac Efron,"['Musical', 'Biographical', 'Romance', 'Drama', 'Coming of Age', 'Family']"
 Vanessa Hudgens,"['Family', 'Coming of Age', 'Musical', 'Romance']"
 Ashley Tisdale,"['Comedy', 'Action-Adventure', 'Musical', 'Romance', 'Coming of Age', 'Animation', 'Family']"
 Lucas Grabeel,"['Musical', 'Kids', 'Romance', 'Western', 'Fantasy', 'Coming of Age', 'Animation', 'Family']"
 Alyson Reed,"['Coming of Age', 'Musical', 'Romance']"
 Corbin Bleu,"['Family', 'Coming of Age', 'Musical', 'Romance']"
Zac Efron,"['Musical', 'Biographical', 'Romance', 'Drama', 'Coming of Age', 'Family']"
 Vanessa Hudgens,"['Family', 'Coming of Age', 'Musical', 'Romance']"
 Ashley Tisdale,"['Comedy', 'Action-Adventure', 'Musical', 'Romance', 'Coming of Age', 'Animation', 'Family']"
 Lucas Grabeel,"['Musical', 'Kids', 'Romance', 'Western', 'Fantasy', 'Coming of Age', 'Animation', 'Family']"
 Corbin Bleu,"['Family', 'Coming of Age', 'Musical', 'Romance']"
 Monique Coleman,"['Family', 'Coming of Age', 'Musical']"
Zac Efron,"['Musical', 'Biographical', 'Romance', 'Drama', 'Coming of Age', 'Family']"
 Vanessa Hudgens,"['Family', 'Coming of Age', 'Musical', 'Romance']"
 Ashley Tisdale,"['Comedy', 'Action-Adventure', 'Musical', 'Romance', 'Coming of Age', 'Animation', 'Family']"
 Lucas Grabeel,"['Musical', 'Kids', 'Romance', 'Western', 'Fantasy', 'Coming of Age', 'Animation', 'Family']"
 Corbin Bleu,"['Family', 'Coming of Age', 'Musical', 'Romance']"
 Monique Coleman,"['Family', 'Coming of Age', 'Musical']"
Olivia Rodrigo,"['Comedy', 'Buddy', 'Family', 'Music', 'Romance', 'Drama', 'Coming of Age', 'Documentary']"
 Joshua Bassett,"['Comedy', 'Music', 'Romance', 'Drama', 'Coming of Age']"
 Matt Cornett,"['Comedy', 'Music', 'Romance', 'Drama', 'Coming of Age', 'Documentary']"
 Sofia Wylie,"['Comedy', 'Music', 'Romance', 'Drama', 'Coming of Age', 'Documentary']"
 Larry Saperstein,"['Comedy', 'Music', 'Romance', 'Drama', 'Coming of Age']"
Bette Midler,"['Comedy', 'Animation', 'Family', 'Fantasy']"
 Sarah Parker,"['Comedy', 'Family', 'Science Fiction', 'Action-Adventure', 'Fantasy']"
 Kathy Najimy,"['Comedy', 'Action-Adventure', 'Fantasy', 'Kids', 'Music', 'Crime', 'Animation', 'Family']"
 Omri Katz,"['Comedy', 'Family', 'Fantasy']"
 Thora Birch,"['Comedy', 'Family', 'Fantasy']"
 Vinessa Shaw,"['Comedy', 'Family', 'Fantasy']"
Roseanne Barr,"['Animation', 'Comedy', 'Family']"
 Judi Dench,"['Comedy', 'Family', 'Coming of Age', 'Animation', 'Fantasy']"
 Jennifer Tilly,"['Comedy', 'Family', 'Fantasy', 'Animation', 'Buddy']"
 Steve Buscemi,"['Animation', 'Buddy', 'Comedy', 'Family']"
 G.W. Bailey,"['Animation', 'Comedy', 'Family']"
 Cuba Gooding Jr.,"['Comedy', 'Action-Adventure', 'Historical', 'Drama', 'Animation', 'Family']"
Rick Moranis,"['Comedy', 'Science Fiction', 'Action-Adventure', 'Fantasy', 'Animation', 'Family']"
 Marcia Strassman,"['Comedy', 'Action-Adventure', 'Family', 'Science Fiction']"
 Lloyd Bridges,"['Comedy', 'Family', 'Science Fiction']"
 Robert Oliveri,"['Comedy', 'Family', 'Science Fiction']"
 John Shea,"['Comedy', 'Family', 'Science Fiction']"
 Keri Russell,"['Comedy', 'Science Fiction', 'Family', 'Fantasy']"
Rick Moranis,"['Comedy', 'Science Fiction', 'Action-Adventure', 'Fantasy', 'Animation', 'Family']"
 Matt Frewer,"['Animation', 'Action-Adventure', 'Comedy', 'Family']"
 Marcia Strassman,"['Comedy', 'Action-Adventure', 'Family', 'Science Fiction']"
 Kristine Sutherland,"['Comedy', 'Action-Adventure', 'Family']"
 Thomas Brown,"['Comedy', 'Action-Adventure', 'Family']"
 Jared Rushton,"['Comedy', 'Action-Adventure', 'Family']"
Rick Moranis,"['Comedy', 'Science Fiction', 'Action-Adventure', 'Fantasy', 'Animation', 'Family']"
 Eve Gordon,"['Comedy', 'Action-Adventure', 'Fantasy', 'Coming of Age']"
 Robin Bartlett,"['Comedy', 'Action-Adventure', 'Fantasy']"
 Allison Mack,"['Comedy', 'Action-Adventure', 'Fantasy']"
 Jake Richardson,"['Comedy', 'Action-Adventure', 'Fantasy', 'Family']"
 Stuart Pankin,"['Comedy', 'Science Fiction', 'Action-Adventure', 'Coming of Age', 'Fantasy']"
Joey Lawrence,"['Action-Adventure', 'Musical', 'Drama', 'Coming of Age', 'Animation']"
 Andy Lawrence,"['Comedy', 'Drama', 'Coming of Age', 'Animation', 'Family']"
 Susan Walters,"['Action-Adventure', 'Drama', 'Coming of Age']"
 M.C. Gainey,"['Comedy', 'Action-Adventure', 'Music', 'Drama', 'Coming of Age', 'Animation', 'Family']"
 Leann Hunley,"['Drama', 'Coming of Age']"
 Robin Thomas,"['Drama', 'Coming of Age']"
Bear Grylls,"['Action-Adventure', 'Survival', 'Animals & Nature', 'Docuseries', 'Reality']"
Tahj Mowry,"['Comedy', 'Science Fiction', 'Action-Adventure', 'Kids', 'Coming of Age', 'Animals & Nature', 'Animation']"
 Shia LaBeouf,"['Comedy', 'Drama', 'Coming of Age', 'Animals & Nature', 'Family']"
 Craig Kirkwood,"['Comedy', 'Coming of Age', 'Animals & Nature']"
 Steven Bendik,"['Comedy', 'Coming of Age', 'Animals & Nature']"
 Sara Paxton,"['Comedy', 'Coming of Age', 'Animals & Nature']"
 Rachelle Carson,"['Comedy', 'Coming of Age', 'Animals & Nature']"
Jake Robards,"['Documentary', 'Family', 'Animals & Nature']"
Ashley Argota,"['Comedy', 'Action-Adventure', 'Science Fiction']"
 Roger Bart,"['Animation', 'Action-Adventure', 'Comedy', 'Science Fiction']"
 Kelli Berglund,"['Comedy', 'Action-Adventure', 'Coming of Age', 'Science Fiction']"
 Noah Centineo,"['Comedy', 'Action-Adventure', 'Science Fiction']"
 China McClain,"['Comedy', 'Action-Adventure', 'Science Fiction']"
 Matt Shively,"['Comedy', 'Action-Adventure', 'Science Fiction']"
John McLeish,"['Animation', 'Comedy', 'Family']"
Fred Tatasciore,"['Comedy', 'Science Fiction', 'Action-Adventure', 'Kids', 'Coming of Age', 'Animation']"
 Clancy Brown,"['Comedy', 'Science Fiction', 'Action-Adventure', 'Fantasy', 'Anime', 'Coming of Age', 'Animation', 'Family']"
 Seth Green,"['Animation', 'Action-Adventure', 'Comedy']"
 Eliza Dushku,"['Animation', 'Action-Adventure', 'Comedy']"
 Ben Diskin,"['Animation', 'Action-Adventure', 'Comedy', 'Kids']"
Jonathan Thomas,"['Comedy', 'Action-Adventure', 'Coming of Age']"
 Jessica Biel,"['Comedy', 'Action-Adventure', 'Coming of Age']"
 Adam LaVorgna,"['Comedy', 'Action-Adventure', 'Coming of Age']"
 Gary Cole,"['Animation', 'Action-Adventure', 'Comedy', 'Coming of Age']"
 Eve Gordon,"['Comedy', 'Action-Adventure', 'Fantasy', 'Coming of Age']"
 Lauren Maltby,"['Comedy', 'Action-Adventure', 'Coming of Age', 'Science Fiction']"
Raymond Albert Romano,"['Animation', 'Comedy', 'Family']"
 John Leguizamo,"['Animation', 'Action-Adventure', 'Comedy', 'Family']"
 Denis Leary,"['Comedy', 'Action-Adventure', 'Animals & Nature', 'Animation', 'Family']"
 Queen Latifah,"['Comedy', 'Concert Film', 'Family', 'Animation', 'Fantasy']"
Joan Cusack,"['Comedy', 'Family', 'Action-Adventure', 'Kids', 'Romance', 'Drama', 'Coming of Age', 'Animation', 'Romantic Comedy']"
 Kim Cattrall,"['Drama', 'Coming of Age', 'Romance']"
 Michelle Trachtenberg,"['Comedy', 'Action-Adventure', 'Romance', 'Drama', 'Coming of Age', 'Family']"
 Hayden Panettiere,"['Comedy', 'Action-Adventure', 'Romance', 'Drama', 'Coming of Age', 'Animation', 'Family']"
 Trevor Blumas,"['Drama', 'Coming of Age', 'Romance']"
 Connie Ray,"['Comedy', 'Action-Adventure', 'Romance', 'Drama', 'Coming of Age']"
Este Haim,"['Animation', 'Comedy', 'Family']"
 Tucker Gilmore,"['Animation', 'Comedy', 'Family']"
 Raymond Persi,"['Animation', 'Comedy', 'Family']"
 Terri Douglas,"['Animation', 'Family', 'Comedy', 'Drama']"
Amy Poehler,"['Animation', 'Comedy', 'Coming of Age', 'Family']"
 Phyllis Smith,"['Animation', 'Family', 'Coming of Age']"
 Richard Kind,"['Comedy', 'Action-Adventure', 'Coming of Age', 'Animation', 'Family']"
 Bill Hader,"['Comedy', 'Fantasy', 'Coming of Age', 'Animation', 'Family']"
 Lewis Black,"['Animation', 'Comedy', 'Family', 'Coming of Age']"
 Mindy Kaling,"['Comedy', 'Action-Adventure', 'Coming of Age', 'Animation', 'Family']"
Matthew Broderick,"['Comedy', 'Action-Adventure', 'Family', 'Animation']"
 Rupert Everett,"['Comedy', 'Family', 'Action-Adventure', 'Coming of Age', 'Fantasy']"
 Joely Fisher,"['Comedy', 'Action-Adventure', 'Family']"
 Michelle Trachtenberg,"['Comedy', 'Action-Adventure', 'Romance', 'Drama', 'Coming of Age', 'Family']"
 Michael Hagerty,"['Comedy', 'Action-Adventure', 'Family']"
 Andy Dick,"['Comedy', 'Action-Adventure', 'Family', 'Animation']"
French Stewart,"['Animation', 'Action-Adventure', 'Comedy', 'Family']"
 Elaine Hendrix,"['Comedy', 'Action-Adventure', 'Family', 'Romance']"
 Caitlin Wachs,"['Comedy', 'Action-Adventure', 'Family', 'Coming of Age']"
 Tony Martin,"['Comedy', 'Action-Adventure', 'Family']"
 John Batchelor,"['Comedy', 'Action-Adventure', 'Family']"
 Mark Mitchell,"['Comedy', 'Action-Adventure', 'Family']"
Steve Boyes,"['Action-Adventure', 'Documentary', 'Animals & Nature']"
 Dr. Steve Boyes,"['Action-Adventure', 'Documentary', 'Animals & Nature']"
 Chris Boyes,"['Action-Adventure', 'Documentary', 'Animals & Nature']"
 Tumeletso Setlabosha,"['Action-Adventure', 'Documentary', 'Animals & Nature']"
 Gobonamang Kgetho,"['Action-Adventure', 'Documentary', 'Animals & Nature']"
 Adjany Costa,"['Action-Adventure', 'Documentary', 'Animals & Nature']"
Mark Wahlberg,"['Sports', 'Family', 'Biographical']"
 Greg Kinnear,"['Music', 'Biographical', 'Drama', 'Coming of Age', 'Sports', 'Family']"
 Elizabeth Banks,"['Sports', 'Family', 'Biographical']"
 Michael Rispoli,"['Sports', 'Family', 'Biographical']"
 Kevin Conway,"['Sports', 'Family', 'Biographical']"
 Kirk Acevedo,"['Sports', 'Family', 'Biographical']"
Rowan Blanchard,"['Comedy', 'Family', 'Coming of Age', 'Science Fiction']"
 Paris Berelc,"['Comedy', 'Science Fiction', 'Action-Adventure', 'Coming of Age', 'Medical']"
 Karan Brar,"['Comedy', 'Science Fiction', 'Musical', 'Drama', 'Coming of Age', 'Family']"
 Rachel Crow,"['Comedy', 'Science Fiction']"
 Alex Désert,"['Comedy', 'Science Fiction', 'Music', 'Drama', 'Coming of Age']"
 Will Meyers,"['Comedy', 'Science Fiction']"
Robert Hays,"['Action-Adventure', 'Kids', 'Animals & Nature', 'Animation', 'Family']"
 James Avery,"['Animation', 'Action-Adventure', 'Comedy', 'Kids']"
 Ed Gilbert,"['Animation', 'Action-Adventure', 'Kids']"
 Jim Cummings,"['Comedy', 'Buddy', 'Action-Adventure', 'Fantasy', 'Kids', 'Drama', 'Anthology', 'Animation', 'Family']"
 Tony Steedman,"['Animation', 'Action-Adventure', 'Kids']"
 James Warwick,"['Animation', 'Action-Adventure', 'Kids']"
Adrian Petriw,"['Animation', 'Action-Adventure', 'Coming of Age']"
 Daniel Bacon,"['Animation', 'Action-Adventure', 'Coming of Age']"
 Anna Cummer,"['Animation', 'Action-Adventure', 'Coming of Age']"
 Mackenzie Gray,"['Animation', 'Action-Adventure', 'Coming of Age']"
 Vincent Tong,"['Animation', 'Action-Adventure', 'Coming of Age']"
Mackenzie Astin,"['Action-Adventure', 'Family', 'Coming of Age']"
 Kevin Spacey,"['Comedy', 'Action-Adventure', 'Coming of Age', 'Animation', 'Family']"
 David Ogden Stiers,"['Animation', 'Action-Adventure', 'Family', 'Coming of Age']"
 August Schellenberg,"['Action-Adventure', 'Drama', 'Coming of Age', 'Animals & Nature', 'Family']"
 Brian Cox,"['Action-Adventure', 'Biographical', 'Sports', 'Coming of Age', 'Family']"
 George Gerdes,"['Action-Adventure', 'Family', 'Coming of Age']"
Robin Williams,"['Comedy', 'Science Fiction', 'Action-Adventure', 'Drama', 'Coming of Age', 'Animation', 'Family']"
 Diane Lane,"['Comedy', 'Drama', 'Coming of Age']"
 Brian Kerwin,"['Comedy', 'Drama', 'Coming of Age']"
 Jennifer Lopez,"['Comedy', 'Drama', 'Coming of Age']"
 Bill Cosby,"['Comedy', 'Drama', 'Coming of Age']"
 Fran Drescher,"['Comedy', 'Drama', 'Coming of Age']"
Bret Parker,"['Animation', 'Comedy', 'Family']"
 Bud Luckey,"['Animation', 'Comedy', 'Family']"
 Eli Fucile,"['Animation', 'Action-Adventure', 'Family', 'Comedy']"
 Jason Lee,"['Comedy', 'Action-Adventure', 'Drama', 'Coming of Age', 'Animation', 'Family']"
Miriam Margolyes,"['Animation', 'Action-Adventure', 'Family']"
 Joanna Lumley,"['Animation', 'Action-Adventure', 'Family', 'Animals & Nature']"
 Pete Postlethwaite,"['Animation', 'Action-Adventure', 'Family']"
 Paul Terry,"['Animation', 'Action-Adventure', 'Family']"
 Simon Callow,"['Animation', 'Action-Adventure', 'Family']"
 Richard Dreyfuss,"['Animation', 'Action-Adventure', 'Family']"
Jane Goodall,"['Animals & Nature', 'Documentary', 'Biographical']"
Debby Ryan,"['Comedy', 'Action-Adventure', 'Family', 'Coming of Age']"
 Peyton List,"['Comedy', 'Family', 'Coming of Age']"
 Cameron Boyce,"['Comedy', 'Family', 'Musical', 'Coming of Age', 'Fantasy']"
 Karan Brar,"['Comedy', 'Science Fiction', 'Musical', 'Drama', 'Coming of Age', 'Family']"
 Skai Jackson,"['Comedy', 'Action-Adventure', 'Coming of Age', 'Animation', 'Family', 'Superhero']"
