Directors
Kirsten Johnson
 Jason Iskandar
Lynn Shelton
Adam McKay
Robin Bissell
John G. Avildsen
Walter Hill
Bryan Bertino
Phil Alden Robinson
Florian Henckel von Donnersmarck
Len Wiseman
Måns Mårlind
 Björn Stein
Patrick Tatopoulos
Robert O. Peters
Vincent Ward
Gregory Nava
Mary Harron
Matt Thompson
Jameel Buari
Shen Leping
Matt Aselton
Jose Javier Reyes
Jakub Piątek
John Dower
B. T Thomas
Andrew Dominik
Nibal Arakji
Sofie Šustková
Anissa Bonnefont
Bahij Hojeij
Jonathan Hensleigh
 Vasan Bala
Justin P. Lange
Kimmy Gatewood
Tània Balló
Manolo Caro
Jayme Monjardim
Kingsley Ogoro
Cristina Jacob
Fernando Moro
Ivan Andrew Payawal
Yoshiyuki Tomino
 Yoshikazu Yasuhiko
Rob Seidenglanz
Simon Frederick
Michihito Fujii
Karthik Subbaraj
Lucky Kuswandi
Soudade Kaadan
Antoinette Jadaone
Marie Clements
David O. Russell
Achille Brice
Max Jabs
Sarawut Wichiensarn
Ricardo de Montreuil
Michael Lockshin
Francine Parker
Daniel Schechter
Mike Gunther
David Zeiger
Jerry Rothwell
 Bruce Sinofsky
Ian Cheney
 Sharon Shattuck
Bradley Parker
Prabhakaran
Jay Oliva
Chris Appelhans
Michael Tiddes
Lara Saba
Bao Nhan
 Namcito
Mark Raso
Tariq Alkazim
Yulene Olaizola
Robert Peters
Jonathan Clay
Ally Pankiw
George Ford
Lee Kae-byeok
Jayan Moodley
Alex Díaz
Helena Bergström
Alejandro De Grazia
 Juan Stadler
Myriam Fares
Chiaki Kon
Rae Red
Lance Hool
Ellen Seidler
 Megan Siler
Peter Galison
Lance Young
Leandro Neri
Andrew Jenks
Ric Roman Waugh
Tade Ogidan
Scott Spiegel
Jessie Nelson
Theodore Witcher
Aurora Guerrero
Michael Jai White
James McTeigue
Takuya Igarashi
Hidenori Inoue
Todd Phillips
Steve Ball
Dominic Sena
Alan Alda
Sydney Pollack
Lorene Scafaria
Barbra Streisand
Emma Tammi
Peter Hutchings
George Ratliff
Bo Burnham
Ekene Som Mekwunye
Kevin Johnson
José Larraza
 Marc Pons
Gary Sing
Julio Quintana
Paween Purijitpanya
Pablo Faro
Letizia Lamartire
Ray Jiang
Daniel Vernon
Steve Gukas
Tim Johnson
Vishwesh Krishnamoorthy
Uduak-Obong Patrick
Mohamed Diab
Amr Salama
Christopher Amos
David Ayer
Eshom Nelms
 Ian Nelms
James Redford
Kaashvie Nair
J.D. Dillard
Nikhil Pherwani
Mae Czarina Cruz
Praveen Kandregula
Cecilia Verheyden
Daniel Minahan
Donovan Marsh
Brent Dawes
Leli Maki
Uzodinma Okpechi
Daniel Prochaska
Aditya Kripalani
Adriano Rudiman
David Pablos
Alexandre Aja
Cai Cong
Samuel Olatunji
Ramon Térmens
Svetlana Cvetko
Martin Prakkat
Baran bo Odar
Zhang Chong
Yılmaz Erdoğan
Shantrelle P. Lewis
Ivan Ayr
Vijay Roche
Stanley Menino D'Costa
Jennifer Brea
Julia von Heinz
Niels Arden Oplev
Don Argott
 Sheena M. Joyce
Joshua Zeman
Duncan Skiles
Vondie Curtis-Hall
Robert Radler
Roel Reiné
Paul Greengrass
Eric Darnell
 Tom McGrath
 Conrad Vernon
Suhas Kadav
Jeff Wadlow
Stella Corradi
Ann Deborah Fishman
Peter Jackson
Courtney Hunt
Pierre Greco
 Nancy Florence Savard
Chaitanya Tamhane
Oriol Paulo
Mike Rianda
 Jeff Rowe
Robert Pulcini
 Shari Springer Berman
Pedro Antonio
John Wells
Jonathan Liebesman
Maria Pulera
Seema Pahwa
Ozan Açıktan
Meltem Bozoflu
Hakan Algül
Selçuk Aydemir
 Birkan Pusa
Ömer Faruk Sorak
Şenol Sönmez
Alexis Morante
Burak Aksak
Kıvanç Baruönü
Rindala Kodeih
Kongkiat Khomsiri
Bedran Güzel
Marwan Nabil
MIKIKO
 Daito Manabe
 Ömer Faruk Sorak
Joe Penna
Ahishor Solomon
Curtis Graham
Gerardo Gatica
Akshay Sanjeev Chavan
 Sumit Das
Edward James Olmos
Kiran Rao
Abbas Tyrewala
Ashutosh Gowariker
Satyajit Bhatkal
Anusha Rizvi
 Mahmood Farooqui
Aamir Khan
 Raj Mehta
 Neeraj Ghaywan
 Kayoze Irani
Ryan Crego
Cassi Simonds
Guillermo del Toro
Tony Abulu
Stefan Westerwelle
Justin Benson
 Aaron Moorhead
Mark Dennis
 Ben Foster
Taranveer Singh
TT The Artist
Keiichi Sato
 Yasushi Kawamura
Michael Civille
Ryuichi Hiroki
One9
Cheng Wei-hao
Pass Patthanakumjon
Buchi Babu Sana
Fredrick Munk
Moyoung Jin
 Caroline Sá
 Deepti Kakkar
 Fahad Mustafa
 Hikaru Toda
 Chico Pereira
 Elaine McMillion Sheldon
Zhao Ji
Jamie Babbit
Park Hoon-jung
Dare Olaitan
Ben Falcone
Travon Free
 Martin Desmond Roe
Angga Dwimas Sasongko
Steve Rolston
Shalini Kantayya
Madonne Ashwin
Enah Johnscott
Braden R. Duemmler
Cal Brunker
Steve Pink
Xiao Feng
Ricky Staub
 Paul G. Volk
BB Sasore
Naseef Yusuf Izuddin
Appie Boudellah
 Aram van de Rest
Sylvie Verheyde
Nick Moore
Rajkumar Hirani
Rajesh Mapuskar
Lina Al Abed
James Wan
David Hackl
Takeshi Nozue
George Cukor
 Masaru Matsumoto
John Luessenhop
Hanung Bramantyo
 Pandu Adjisurya
Bashir El Deek
Roman Polański
Mic Rodgers
Shawn Rech
Julian Schnabel
Adrián García Bogliano
Jose Gomez
Jonathon Link
Blair Simmons
John Hillcoat
Nadine Ibrahim
Roman White
Fermín Muguruza
Eylem Kaftan
Umesh Bist
Massimiliano Camaiti
Ali Tabrizi
Kagiso Lediga
Jung-ah Im
Takuma Sato
Brody Chu
Dimitri Logothetis
Taketoshi Sado
Li Weiran
Chinaza Onuzo
Vitor Brandt
Troy Miller
Liam O'Donnell
 Jay Lavender
Farah Nabulsi
Walter Taylaur
Chris Smith
Alain Brunard
Tate Taylor
Ladislaus Kiraly
Hemambar Jasti
Taylor Morden
Helena Coan
Muharrem Gülmez
Dolapo Adeleke
Mahsun Kırmızıgül
Can Ulkay
Luis Alejandro Pérez
Ketche
Erol Özlevi
Tolga Örnek
Pablo Agüero
Mohammad Irfan Ramly
Kevin McManus
 Matthew McManus
Ange Basterga
 Nicolas Lopez
Gitanjali Rao
Carlos Moreno
Maribel Sánchez-Maroto
Fajar Bustomi
Taylor Hackford
Amy Poehler
 Tyler Measom
Mike Binder
Abir Sengupta
Sunny Lau
Xavier Maingon
 Marc-Antoine Hélard
Milton Kremer
Kevin Costner
Marco Petry
Andrew Duncan
 Ken Cunningham
Liam Lynch
Jérémie Degruson
 Ben Stassen
Matt Ross
Dani de la Orden
Pablo Larraín
John Erick Dowdle
Ribhu Dasgupta
Rizki Balki
Shunsuke Kariyama
Jeferson De
Barry Avrich
David Tryhorn
 Ben Nicholas
Tirumala Kishore
Huang Hsin-Yao
Saron Sakina
J Blakeson
Khalid Rahman
Luis Ara
Tharun Bhascker Dhaassyam
 B. V. Nandini Reddy
 Nag Ashwin
 Sankalp Reddy
Prateek Vats
Dallas Jenkins
Damián Romay
Hamisha Daryani Ahuja
Hong Khaou
Mario Briongos
Vinay Bharadwaj
Michael Fimognari
Eric D. Cabello Díaz
Clara Martínez-Lázaro
Monty Tiwa
Alain Darborg
Filip Zylber
Julien Royal
Brian Baugh
Henri Wong
Maïa Sandoz
Mostofa Sarwar Farooki
Joseph Hsu
Sam Levinson
Jo Sung-hee
Michèle Ohayon
Rocco Ricciardulli
Guo Jingming
Jan Belcl
Esteban Crespo
Noé González
Martin Scorsese
Richard Arellano
Marco Pontecorvo
Gregory Plotkin
Lluís Quílez
Jude Weng
Simon Stone
Noviandra Santosa
Jeremy Grant
Jeo Baby
Okey Oku
Ifeanyi Ikpoenyi
Chris Eneng Enaji
Ángeles Reiné
Paul Haggis
Ramin Bahrani
Nicol Paone
Nick Rowland
RZA
Cooper Karl
Gary Fleder
J.A. Bayona
Lydia Dean Pilcher
 Ginny Mohler
Cris D'Amato
Mikael Håfström
 Simon J. Smith
Byeon Hee-sun
Renuka Shahane
Ross Kauffman
Sung Do-jun
Charles Gozali
 Bagus Bramanti
Tiller Russell
Francisco D'Eufemia
Juliet May
Stanley Nelson
Olivier Nakache
 Éric Toledano
Prakash Jha
Rohan Sippy
Ross Venokur
Rohena Gera
Maite Ruiz De Austri
Jastis Arimba
Eric Summer
 Éric Warin
Alejandro Ruax
 Ramiro Martínez
Florent Bodin
Sohail Khan
Hallvard Bræin
Jeff Tremaine
Christian Alvart
Jeff Deverett
Ron Krauss
Jeff Stilson
Mark McQueen
Jennifer Beamish
 Toby Trackman
Kim Dong-kyu
Shaz Bennett
Samar Shaikh
Archie Hekagery
Sabrina Rochelle Kalangie
Cosima Spender
Liao Shih-han
Arnon Manor
 Timothy Ware-Hill
Al Campbell
 Alice Mathias
Maïwenn
Richard Weston
Vikramaditya Motwane
Prime Cruz
Andibachtiar Yusuf
Yandy Laurens
Cathy Garcia-Molina
John Mitchell
 Jeremy Kipp Walker
George Clooney
Liu Kuang-hui
Kristian Mercado
Daan Jansen
 Stijn Verlinde
Jay Grace
James Haslam
Muhammad Ali
Thomas Toby Parkinson
Yasmin Ahmad
 Vignesh Shivan
 Vetri Maaran
Lin Oeding
Naya Anindita
Alexx Media
Farishad I. Latjuba
Andrucha Waddington
 Pedro Waddington
Picky Talarico
Jun Lana
Brad Peyton
Lee Daniels
Tom Ford
Ellena Wood
 Jesse Vile
Vir Das
Miranda de Pencier
Farhad Safinia
Shaun Paul Piccinino
Eddie Rosas
Frank E. Abney III
James D. Stern
 Fernando Villena
Ryan Murphy
Girish Malik
Deepa Mehta
Lai Chun-yu
Theodore Boborol
Sydney Sibilia
Josiah Ng
Kirk Wise
Beth Sleven
 Allan Jacobsen
 Kevin Wotton
Jalil Lespert
Su I-Hsuan
 Chuang Shiang-an
 Liu Yi
Clint Butler
Erik Kling
 Kevin Peaty
Detlev Buck
Amanda Raymond
Jason Paul Laxamana
Marc Fouchard
Darragh O'Connell
Dado C. Lumibao
August Jakobsson
Anna Wieczur-Bluszcz
Damien O’Connor
Gil Kenan
Phil Burgers
Derick Cabrido
Marla M. Ancheta
Jen McGowan
Brian Skiba
Stanley Moore
 Alex Woo
Oliver Bokelberg
Ángel Gómez Hernández
Ludovico Di Martino
Lee Chung-hyun
Barry Gonzalez
Matthew Michael Carnahan
Eric Bress
V Vignarajan
Greg Rankin
 TJ Sullivan
Carlos Sorín
Grant Singer
Mohammad Adel
Debbie Allen
Victor Gatonye
Stephen Chiodo
Will McCormack
 Michael Govier
Monica Floyd
Anurag Kashyap
Danish Aslam
Vibhu Virender Puri
Mike Rohl
Shyam Benegal
Takeshi Fukunaga
Cody Cameron
 Kris Pearn
Avinash Walzade
David E. Talbert
Renata Terra
Edoardo Ponti
Mateo Gil
Paul Soriano
Anurag Basu
Lucas Santa Ana
Carla Barros
Ulrike Kofler
Steven Bognar
 Julia Reichert
Kunle Afolayan
Weica Wang
Aitor Arregi
 Jon Garaño
 Jose Mari Goenaga
Kevin Pollak
Otoja Abit
Alejandro Hartmann
Maxwell McGuire
Ruel S. Bayani
Martin Wood
Narendra Nath
Jan-Peter Horns
Tatsushi Omori
Estela Renner
Zeek Earl
 Christopher Caldwell
Michael Kampa
Chanda Bell
Jennifer Westcott
Richard Greenberg
Peter Berg
Nicolas Pesce
Christopher Cain
Juliana Vicente
Harald Zwart
Stacia Crawford
Remi Weekes
Tope Oshin
Terrie Samundra
Olivier Marchal
Santiago Alvarado Ilarri
Frasco Mortiz
Antonio Díaz
Nimród Antal
Bartosz M. Kowalski
James Tovell
Matías Gueilburt
Natasha Lyonne
Chang Chin-jung
 Chen Rong-hui
Rajkumar Santoshi
Lance Daly
Unjoo Moon
Gil Baroni
Thierry Demaizière
 Alban Teurlai
Glen Keane
Chris Sivertson
Kief Davidson
 Pedro Kos
Jarand Herdal
Dan Villegas
Chris Foggin
Kim Nguyen
Karen Maine
Tim Neeves
Ben Wheatley
Maroun Baghdadi
Philippe Aractingi
Amin Dora
Rana Eid
Daniel Joseph
Randa Chahal Sabbag
Ziad Doueiri
Shady Hanna
Josef Fares
Sam Fell
 Chris Butler
Ross Boyask
David 'Tosh' Gitonga
 Michael Jones
Ti West
Aaron Sorkin
Levan Gabriadze
Rachel Talalay
Sam Liu
Peter Mimi
Lasja Fauzia Susatyo
Pavitra Chalam
 Akshay Shankar
Kevin Ko
 Peter Tsi
Caroline Suh
Carlos Pérez Osorio
Ken Ghosh
B. Subhash
Harshavardhan Kulkarni
Neeraj Vora
Puneet Khanna
Radha Blank
Bigflo & Oli
 Jérémie Levypon
Eduardo Pinto
Pavel Kostomarov
Francis Whately
Jon Izen
Christopher Nolen
 Jonnie Hughes
Amy Segal
Umut Aral
Umut Kirca
Sudhir Mishra
Domenico de Feudis
Oz Rodriguez
Salvador Espinosa
Adrian Teh
Elsa Flores Almaraz
 Richard J Montoya
Carey McKenzie
Adam Bolt
Lindsey Cordero
 Armando Croda
David LaChapelle
Mostafa Abu Seif
Faris Godus
Rod Lurie
Stacie Passon
Florian Schott
Tom Whitworth
Joe Mantello
Lee Hirsch
Page Hurwitz
Dallas Jackson
Rajat Kapoor
Abhishek Chaubey
Imtiaz Ali
Rikhil Bahadur
Joshua Tickell
 Rebecca Harrell Tickell
Sophia Nahli Allison
Norihisa Hiranuma
Shigeaki Kubo
 Tsuyoshi Nakakuki
Yudai Yamaguchi
Marwan Hamed
Smeep Kang
Raja Chanda
Tigmanshu Dhulia
Akashdeep
Rajesh Ganguly
Alankrita Shrivastava
Chandra Liow
Sekhar Kammula
Gary Andrews
Merawi Gerima
Kubhaer T. Jethwani
Antonio Campos
Carles Torras
James Watkins
Pailin Wedel
Chris Howe
Steve Bencich
Tosin Coker
Javier Colinas
Dean DeBlois
Shaun Mir
Abhijeet Deshpande
Mahesh Manjrekar
Prakash Kunte
Manish Saini
Makarand Mane
Vijay Maurya
Sameer Patil
Kenzo Maihara
 Amandha Wyanto
Ahmed Nader Galal
Arati Kadav
Maïmouna Doucouré
Pepe Mora
Marcos Carnevale
Jeff Orlowski
Cho Il
Pippa Ehrlich
 James Reed
Tolga Karaçelik
Philip Barantini
Charlie Kaufman
Abba T. Makama
Junior Carelli
 Rudge Campos
Ertanto Robby Soediskam
Felix Binder
Nguyen Thanh Tung
Baltasar Kormákur
Conrad Helten
Ayumu Watanabe
Hitoshi Namba
Chris Miller
Sean Anders
Abbas Mustan
Duncan McMath
Dan Forgione
 Pete Jacobs
 Matt Whitlock
Francesco Carnesecchi
Greg Tiernan
Mark Thornton
 Todd Kauffman
Shamzu Zayba
Chris Roland
 Maradona Dias Dos Santos
David Galán Galindo
David Moreton
Lester Hsi
Cyrus Nowrasteh
Isabel Sandoval
Nathan Wiley
Wayne Blair
Atul Sabharwal
Bernardo Arellano
Trish Sie
Hong Won-ki
Khaled Marei
Niyi Akinmolayan
Sammaria Sari Simanjuntak
Chairun Nissa
Tom Hooper
Sergei Bodrov
Anna Stone
Cory Edwards
Faraday Okoro
Henry Joost
 Ariel Schulman
Rebecca Zlotowski
Sharan Sharma
Vicky Wight
Marc Meyers
Franziska Meyer Price
Steven Rinella
Laura Terruso
Martín Sastre
Franck Nataf
Pascal Amanfo
Savage Steve Holland
Mike Doyle
Darren Grant
Mfanelo Ngoma
Colin Minihan
Regina Welker
 Nina Wels
Honey Trehan
Katleho Ramaphakela
 Rethabile Ramaphakela
Ariel Boles
Álvaro Delgado-Aparicio L.
Venkatesh Maha
Nopparoj Chotmunkongsit
Aniedi Anwah
Mickey Fonseca
Matias Mariani
Jan Komasa
Sue Kim
Paul Solet
Ben Kasulke
Gagan Puri
Teddy Chan
Bhavin Wadia
Tony Bancroft
 Scott Christian Sava
Tope Alake
Fernando González Molina
Yuki Tanada
Ahn Byoung-wook
Sibusiso Khuzwayo
Lisa Cortés
 Farah X
Wilson Yip
Dave Skinner
 Freddie Waters
Denis Do
Leslye Davis
 Catrin Einhorn
Toka McBaror
 Tunde Apalowo
Axelle Laffont
Daniel Oriahi
Stefano Mordini
Hayden Guppy
Stéphane de Freitas
André Odendaal
 Johan Vorster
Cassia Dian
Amro Salah
Sue Ding
Gina Prince-Bythewood
Wouter Bouvijn
Funke Akindele
Bryn Evans
 Kareem Tabsch
Hannah Fidell
Chris Renaud
 Kyle Balda
Scott Zabielski
Coodie
 Chike
QLF
Puri Jagannadh
Vishal Mahadkar
 Dibakar Banerjee
 Karan Johar
 Zoya Akhtar
Anthony D'Souza
Soumendra Padhi
Fuwad Khan
Nishikant Kamat
Krish
Kabir Sadanand
Rachit Kusonkoonsiri
Devika Bhagat
Takashi Doscher
Shubham Singh
Abbas Alibhai Burmawalla
 Mastan Alibhai Burmawalla
Neeraj Pandey
Aanand Rai
Gurmmeet Singh
LP
Rako Prijanto
Raoul Peck
Shirley Frimpong-Manso
Fabio Ock
 Joana Mazzucchelli
Sabina Fedeli
 Anna Migotto
Kyran Kelly
Salvador Calvo
Cem Yılmaz
Michael Duggan
Almudena Carracedo
 Robert Bahar
Younuts!
Obi Emelonye
Daniel Effiong
Abhijit Panse
Rachel Griffiths
Oluseyi Asurf
Eduardo Roy Jr.
Ravikanth Perepu
Sooraj R. Barjatya
Bonni Cohen
 Jon Shenk
Anvita Dutt
Gaspar Antillo
Eric Notarnicola
Musthafa
Ishaya Bako
Kate Mulleavy
 Laura Mulleavy
Akhigbe Ilozobhie
Apurva Dhar Badgaiyann
Elissa Down
Guillaume Pierret
Olivier Assayas
Junichi Sato
 Tomotaka Shibayama
Pablo Aulita
Manatsanun Phanlerdwongsakul
Georges Hachem
Peter Lepeniotis
Jim Hosking
Paco Aguilar
Juan José Campanella
A. Raajdheep
 Pidi Baiq
Nicholas Kharkongor
Kitaro Kosaka
Ali F. Mostafa
Ayman Makram
Ry Russo-Young
Barbara Białowąs
 Tomasz Mandes
Akhil Paul
 Anas Khan
Kanika Batra
Michael Cristofer
Mohamed Khan
Adriana Trigiani
Phil Sgriccia
Andaç Haznedaroğlu
Murat Kepez
Greta Gerwig
Sam Rega
Wael Ehsan
Inas El-Degheidy
Ahmed Al-Badry
Sameh Abdulaziz
Izidore K. Musallam
Sherif Arafa
Yasir Al Yasiri
Safdar Rahman
Tomas Brickhill
Hani Al-Shaibani
Mamoru Hosoda
Ahmed Zain
Ahmed Zein
Alejandro Montiel
Fernando Frías de la Parra
Madeleine Parry
Yu Yang
Josh Safdie
 Benny Safdie
Hiromasa Yonebayashi
 Yoshiyuki Momose
 Akihiko Yamashita
Norm Hiscock
 Gary Howsam
 Mike Smith
 John Paul Tremblay
 Robb Wells
Almunsif Alsuwaisi
Fouad Al Shatti
Fouad El-Mohandes
Andrés Feddersen
Samir Al Asfory
Hussein Kamal
Hassan AbdulSalam
Houssam El-Din Mustafa
Muhammad Fadl
 Hany Motawie
Lonzo Nzekwe
Alex Timbers
 Sam Wrench
Rebecca Johnson
Carlos Morett
Megha Ramaswamy
Saeed Hamed
Ali Ragab
Ahmad El-Badri
Haifaa Al-Mansour
Mohammed Alhmly
Lucien Bourjeily
Laura Mañá
Sivaroj Kongsakul
Salmeen AlMurry Amer
Obaid Alhmoudi
Adekunle Nodash Adejuyigbe
Sadeq Behbehani
Dylan Mohan Gray
Hussein El Ansary
Claire Scanlon
Vipul Amrutlal Shah
Donick Cary
Will Forbes
Francesco Amato
Damien Chazelle
 Houda Benyamina
 Laïla Marrakchi
 Alan Poul
S.A. Zaidi
Hamad AlSarraf
He Xiaofeng
Nadia Hallgren
Pedro Flores Maldonado
Lucas Margutti
Ashok Nanda
Hernán Guerschuny
Brett Hedlund
Joe Robert Cole
Michelle Esrick
Olivier Abbou
Craig Freimond
Shirish Kunder
Mysskin
Joey So
Dennie Gordon
Michael M. Scott
Sion Sono
David Chuang
 Chen Kuan-chung
Chris Bolan
Omoni Oboli
 Sırrı Süreyya Önder
Sermiyan Midyat
Ahmed Yousry
 Hazem Fouda
Handan İpekçi
Ferzan Özpetek
Ashraf Fayeq
Paul Munger
Matei Dima
Jonathan Augustin
Venky Kudumula
Amr Arafa
Michel Hazanavicius
Ahmed Saleh
Ahmed Medhat
Mohamed Yassin
Chakri Toleti
Upi Avianto
Yoon Sung-hyun
Rachel Mason
Patryk Vega
Marc Vigil
Kris Pearn
Anoop Sathyan
Müfit Can Saçıntı
Cüneyt Kaya
Greg Barker
Leticia Jorge Romero
Adrien Lagier
 Ousmane Ly
Jon M. Chu
Diego Pignataro
Ian Edelman
Ali Yorgancıoğlu
Digo Ricio
Emcy Joseph
Kranthi Madhav
Matt D'Elia
Jeff Chan
Dean Craig
Grand Corps Malade
 Mehdi Idir
Stefano Lodovichi
Alan Yang
Perci Intalan
M. Night Shyamalan
Chris Robinson
Eddie Mensore
Padraig Reynolds
Yorgos Lanthimos
Pablo Lejarreta
 Luis Alfaro
Armando Iannucci
Akira Saitoh
Haruka Fujita
David Batra
 Jon Rudberg
Raj Khosla
 Anirban Majumder
 Alka Amarkant Dubey
Anand Ravichandran
Richard Claus
 Karsten Kiilerich
Floria Sigismondi
Fritz Böhm
Ravishankar Venkateswaran
Vijay S. Bhanushali
David Hunt
Stephen S. Campanelli
Rakesh Ranjan Kumar
Gary Stretch
Desingh Periyasamy
TJ Sullivan
 Greg Rankin
Neeraj Udhwani
Patrice Laliberté
Ellen Page
 Ian Daniel
Todd Kauffman
 Mark Thornton
Prentice Penny
Zsolt Pálfi
