Cast,Genre(s)
 Lee Montgomery,"['Comedy', 'Family']"
Tia Mowry,"['Comedy', 'Fantasy', 'Drama', 'Music']"
 Jonathan Moore,"['Drama', 'Music']"
 Andy Gala,"['Drama', 'Music']"
 Megan Duffy,"['Drama', 'Music']"
 Jason Rogel,"['Drama', 'Music']"
 Tammy Townsend,"['Comedy', 'Drama', 'Music', 'Kids', 'Action-Adventure']"
Michael Caine,"['Comedy', 'Drama', 'Animation', 'Family', 'Action-Adventure']"
 Steve Whitmire,"['Comedy', 'Drama', 'Family', 'Kids', 'Action-Adventure']"
 Frank Oz,"['Comedy', 'Drama', 'Variety', 'Science Fiction', 'Family', 'Crime', 'Action-Adventure']"
 Dave Goelz,"['Comedy', 'Drama', 'Variety', 'Musical', 'Family', 'Crime', 'Action-Adventure']"
 Jerry Nelson,"['Comedy', 'Drama', 'Family', 'Crime', 'Action-Adventure']"
 David Rudman,"['Comedy', 'Lifestyle', 'Drama', 'Family']"
Jim Henson,"['Comedy', 'Variety', 'Crime', 'Family', 'Action-Adventure']"
 Frank Oz,"['Comedy', 'Drama', 'Variety', 'Science Fiction', 'Family', 'Crime', 'Action-Adventure']"
 Jerry Nelson,"['Comedy', 'Drama', 'Family', 'Crime', 'Action-Adventure']"
 Richard Hunt,"['Comedy', 'Variety', 'Crime', 'Family', 'Action-Adventure']"
 Dave Goelz,"['Comedy', 'Drama', 'Variety', 'Musical', 'Family', 'Crime', 'Action-Adventure']"
 Charles Durning,"['Comedy', 'Action-Adventure', 'Family']"
Jason Segel,"['Comedy', 'Family', 'Kids']"
 Amy Adams,"['Comedy', 'Family', 'Kids', 'Parody', 'Action-Adventure']"
 Chris Cooper,"['Comedy', 'Animation', 'Family', 'Kids']"
 Rashida Jones,"['Comedy', 'Animals & Nature', 'Family', 'Kids']"
 Steve Whitmire,"['Comedy', 'Drama', 'Family', 'Kids', 'Action-Adventure']"
 Eric Jacobson,"['Comedy', 'Musical', 'Family', 'Kids', 'Lifestyle', 'Action-Adventure']"
Bill Barretta,"['Comedy', 'Musical', 'Family', 'Lifestyle']"
 Dave Goelz,"['Comedy', 'Drama', 'Variety', 'Musical', 'Family', 'Crime', 'Action-Adventure']"
 Eric Jacobson,"['Comedy', 'Musical', 'Family', 'Kids', 'Lifestyle', 'Action-Adventure']"
 Peter Linz,"['Comedy', 'Lifestyle', 'Family']"
 David Rudman,"['Comedy', 'Lifestyle', 'Drama', 'Family']"
 Matt Vogel,"['Comedy', 'Lifestyle', 'Family']"
Jim Cummings,"['Comedy', 'Fantasy', 'Drama', 'Anthology', 'Animation', 'Musical', 'Family', 'Kids', 'Action-Adventure', 'Buddy']"
 Paul Winchell,"['Comedy', 'Fantasy', 'Animation', 'Kids', 'Action-Adventure']"
 John Fiedler,"['Comedy', 'Animation', 'Musical', 'Kids', 'Action-Adventure']"
 Ken Sansome,"['Kids', 'Animation']"
 Tim Hoskins,"['Kids', 'Animation']"
 Patty Paris,"['Kids', 'Animation']"
Dennis Quaid,"['Comedy', 'Sports', 'Biographical', 'Family', 'Romance']"
 Natasha Richardson,"['Comedy', 'Romance', 'Family']"
 Lisa Walter,"['Comedy', 'Romance', 'Family']"
 Elaine Hendrix,"['Comedy', 'Romance', 'Action-Adventure', 'Family']"
 Simon Kunz,"['Comedy', 'Romance', 'Family']"
 Ronnie Stevens,"['Comedy', 'Romance', 'Family']"
Hayley Mills,"['Comedy', 'Drama', 'Animals & Nature', 'Crime', 'Family', 'Mystery', 'Romance']"
 Maureen O'Hara,"['Comedy', 'Romance', 'Family']"
 Brian Keith,"['Comedy', 'Romance', 'Family']"
 Charlie Ruggles,"['Comedy', 'Romance', 'Animals & Nature', 'Family']"
 Una Merkel,"['Comedy', 'Romance', 'Family']"
 Leo Carroll,"['Comedy', 'Romance', 'Family']"
Walt Disney,"['Comedy', 'Drama', 'Fantasy', 'Variety', 'Documentary', 'Animation', 'Family', 'Kids', 'Historical', 'Action-Adventure']"
Tahj Mowry,"['Comedy', 'Coming of Age', 'Animals & Nature', 'Animation', 'Science Fiction', 'Kids', 'Action-Adventure']"
 Dawnn Lewis,"['Comedy', 'Coming of Age', 'Drama', 'Music', 'Science Fiction']"
 Raquel Lee,"['Comedy', 'Coming of Age', 'Science Fiction']"
 Mark Curry,"['Comedy', 'Coming of Age', 'Science Fiction']"
 Bruce Newbold,"['Comedy', 'Coming of Age', 'Science Fiction']"
 Jan Felt,"['Comedy', 'Coming of Age', 'Science Fiction']"
Guy Williams,"['Coming of Age', 'Action-Adventure', 'Family', 'Drama']"
 Laurence Naismith,"['Coming of Age', 'Drama', 'Animals & Nature', 'Family', 'Action-Adventure']"
 Donald Houston,"['Coming of Age', 'Action-Adventure', 'Family']"
 Sean Scully,"['Action-Adventure', 'Coming of Age', 'Drama', 'Family']"
 Niall MacGinnis,"['Coming of Age', 'Action-Adventure', 'Family']"
 Geoffrey Keen,"['Coming of Age', 'Action-Adventure', 'Family']"
Anika Rose,"['Comedy', 'Animation', 'Family']"
 Bruno Campos,"['Comedy', 'Animation', 'Family']"
 Keith David,"['Comedy', 'Fantasy', 'Animation', 'Family', 'Action-Adventure']"
 Michael-Leon Wooley,"['Comedy', 'Animation', 'Family']"
 Jennifer Cody,"['Comedy', 'Animation', 'Family']"
 Jim Cummings,"['Comedy', 'Fantasy', 'Drama', 'Anthology', 'Animation', 'Family', 'Kids', 'Action-Adventure', 'Buddy']"
Anne Hathaway,"['Comedy', 'Fantasy', 'Coming of Age', 'Animation', 'Family', 'Romance', 'Action-Adventure']"
 Heather Matarazzo,"['Comedy', 'Coming of Age', 'Family', 'Romance']"
 Hector Elizondo,"['Comedy', 'Coming of Age', 'Family']"
 Mandy Moore,"['Comedy', 'Coming of Age', 'Fantasy', 'Animation', 'Family', 'Kids', 'Action-Adventure']"
 Caroline Goodall,"['Comedy', 'Coming of Age', 'Family']"
 Robert Schwartzman,"['Comedy', 'Coming of Age', 'Family']"
Anne Hathaway,"['Comedy', 'Fantasy', 'Coming of Age', 'Animation', 'Family', 'Romance', 'Action-Adventure']"
 Heather Matarazzo,"['Comedy', 'Coming of Age', 'Family', 'Romance']"
 John Rhys-Davies,"['Comedy', 'Animation', 'Family', 'Romance', 'Action-Adventure']"
 Chris Pine,"['Comedy', 'Fantasy', 'Musical', 'Family', 'Romance', 'Action-Adventure']"
 Callum Blue,"['Comedy', 'Romance', 'Family']"
 Kathleen Marshall,"['Comedy', 'Romance', 'Family']"
Tommy Davidson,"['Comedy', 'Coming of Age', 'Fantasy', 'Animation', 'Family']"
 Kyla Pratt,"['Comedy', 'Animation', 'Coming of Age', 'Family']"
 Paula Parker,"['Comedy', 'Animation', 'Coming of Age', 'Family']"
 Jo Payton,"['Comedy', 'Animation', 'Coming of Age', 'Family']"
 Orlando Brown,"['Comedy', 'Sports', 'Coming of Age', 'Fantasy', 'Animation', 'Family']"
 Soleil Frye,"['Comedy', 'Animation', 'Family']"
Robert Benchley,"['Comedy', 'Animation', 'Family']"
 Gerald Mohr,"['Comedy', 'Animation', 'Family']"
 Alan Ladd,"['Comedy', 'Animation', 'Family']"
 Florence Gill,"['Comedy', 'Animation', 'Family', 'Kids']"
 Frances Gifford,"['Comedy', 'Animation', 'Family']"
 Buddy Pepper,"['Comedy', 'Animation', 'Family']"
Nancy Cartwright,"['Comedy', 'Fantasy', 'Coming of Age', 'Animation', 'Family', 'Kids', 'Action-Adventure']"
 Grey DeLisle,"['Comedy', 'Series', 'Animation', 'Family', 'Action-Adventure']"
 Kath Soucie,"['Comedy', 'Animation', 'Musical', 'Family', 'Kids', 'Action-Adventure']"
 Daran Norris,"['Comedy', 'Animation', 'Family']"
 David McCallum,"['Comedy', 'Animation', 'Family']"
 Jeff Bennett,"['Comedy', 'Fantasy', 'Coming of Age', 'Anthology', 'Animation', 'Family', 'Kids', 'Action-Adventure']"
Bob Newhart,"['Comedy', 'Animation', 'Action-Adventure', 'Family']"
 Eva Gabor,"['Comedy', 'Animation', 'Action-Adventure', 'Family']"
 Geraldine Page,"['Comedy', 'Coming of Age', 'Biographical', 'Animation', 'Family', 'Action-Adventure']"
 Joe Flynn,"['Comedy', 'Animation', 'Crime', 'Family', 'Science Fiction', 'Action-Adventure']"
 Jeanette Nolan,"['Comedy', 'Animation', 'Action-Adventure', 'Buddy']"
 Pat Buttram,"['Comedy', 'Animation', 'Action-Adventure']"
Bob Newhart,"['Comedy', 'Animation', 'Action-Adventure', 'Family']"
 Eva Gabor,"['Comedy', 'Animation', 'Action-Adventure', 'Family']"
 John Candy,"['Comedy', 'Fantasy', 'Animation', 'Family', 'Romance', 'Action-Adventure']"
 Tristan Rogers,"['Animation', 'Action-Adventure', 'Family']"
 Adam Ryen,"['Animation', 'Action-Adventure', 'Family']"
 Wayne Robson,"['Drama', 'Fantasy', 'Animation', 'Family', 'Action-Adventure']"
Dennis Quaid,"['Comedy', 'Sports', 'Biographical', 'Family', 'Romance']"
 Rachel Griffiths,"['Sports', 'Biographical', 'Family']"
 Jay Hernandez,"['Sports', 'Biographical', 'Family']"
 Beth Grant,"['Sports', 'Biographical', 'Family']"
 Angus Jones,"['Comedy', 'Sports', 'Biographical', 'Family', 'Action-Adventure']"
 Brian Cox,"['Sports', 'Coming of Age', 'Biographical', 'Family', 'Action-Adventure']"
Tim Allen,"['Comedy', 'Fantasy', 'Drama', 'Documentary', 'Animals & Nature', 'Animation', 'Family', 'Kids', 'Action-Adventure', 'Buddy']"
 Judge Reinhold,"['Comedy', 'Fantasy', 'Family']"
 Wendy Crewson,"['Comedy', 'Drama', 'Fantasy', 'Animals & Nature', 'Family', 'Action-Adventure']"
 Eric Lloyd,"['Comedy', 'Fantasy', 'Animation', 'Family', 'Kids', 'Action-Adventure']"
 David Krumholtz,"['Comedy', 'Coming of Age', 'Fantasy', 'Family', 'Romance', 'Buddy']"
 Larry Brandenburg,"['Comedy', 'Fantasy', 'Family']"
Tim Allen,"['Comedy', 'Fantasy', 'Drama', 'Documentary', 'Animals & Nature', 'Animation', 'Family', 'Kids', 'Action-Adventure', 'Buddy']"
 Judge Reinhold,"['Comedy', 'Fantasy', 'Family']"
 Wendy Crewson,"['Comedy', 'Drama', 'Fantasy', 'Animals & Nature', 'Family', 'Action-Adventure']"
 Elizabeth Mitchell,"['Comedy', 'Fantasy', 'Family']"
 David Krumholtz,"['Comedy', 'Coming of Age', 'Fantasy', 'Family', 'Romance', 'Buddy']"
 Eric Lloyd,"['Comedy', 'Fantasy', 'Animation', 'Family', 'Kids', 'Action-Adventure']"
Tim Allen,"['Comedy', 'Fantasy', 'Drama', 'Documentary', 'Animals & Nature', 'Animation', 'Family', 'Kids', 'Action-Adventure', 'Buddy']"
 Elizabeth Mitchell,"['Comedy', 'Fantasy', 'Family']"
 Judge Reinhold,"['Comedy', 'Fantasy', 'Family']"
 Wendy Crewson,"['Comedy', 'Drama', 'Fantasy', 'Animals & Nature', 'Family', 'Action-Adventure']"
 Ann-Margret ,"['Comedy', 'Fantasy', 'Family']"
 Eric Lloyd,"['Comedy', 'Fantasy', 'Animation', 'Family', 'Kids', 'Action-Adventure']"
Mark Rendall,"['Comedy', 'Fantasy']"
 Kat Dennings,"['Comedy', 'Drama', 'Fantasy', 'Superhero', 'Mystery', 'Action-Adventure']"
 Robert Bockstael,"['Comedy', 'Fantasy', 'Animation', 'Kids', 'Action-Adventure']"
 Eric Idle,"['Comedy', 'Fantasy']"
 Tommy Davidson,"['Comedy', 'Animation', 'Coming of Age', 'Fantasy']"
 Gary Reineke,"['Comedy', 'Fantasy']"
劳奕嘉 ,['Fantasy']
 朱祺隆 ,['Fantasy']
 郭凯敏 ,['Fantasy']
 郑嘉昊 ,['Fantasy']
 孟谦 ,['Fantasy']
 陈佩斯,['Fantasy']
Dean Jones,"['Comedy', 'Sports', 'Fantasy', 'Animals & Nature', 'Family', 'Action-Adventure']"
 Tim Conway,"['Comedy', 'Fantasy', 'Animals & Nature', 'Western', 'Family', 'Kids']"
 Suzanne Pleshette,"['Comedy', 'Fantasy', 'Animals & Nature', 'Family', 'Action-Adventure']"
 Keenan Wynn,"['Comedy', 'Sports', 'Fantasy', 'Romantic Comedy', 'Science Fiction', 'Family']"
 Jo Worley,"['Comedy', 'Fantasy', 'Family']"
 Dick Van Patten,"['Comedy', 'Fantasy', 'Animals & Nature', 'Family', 'Science Fiction']"
Fred MacMurray,"['Comedy', 'Coming of Age', 'Fantasy', 'Biographical', 'Science Fiction', 'Family']"
 Jean Hagen,"['Comedy', 'Fantasy', 'Family']"
 Tommy Kirk,"['Comedy', 'Fantasy', 'Drama', 'Animals & Nature', 'Musical', 'Family', 'Science Fiction']"
 Annette Funicello,"['Comedy', 'Fantasy', 'Family', 'Musical']"
 Tim Considine,"['Comedy', 'Coming of Age', 'Fantasy', 'Family', 'Buddy']"
 Kevin Corcoran,"['Comedy', 'Fantasy', 'Family', 'Musical']"
Guy Williams,"['Coming of Age', 'Action-Adventure', 'Family', 'Drama']"
 George Lewis,"['Drama', 'Action-Adventure', 'Family']"
 Gene Sheldon,"['Drama', 'Action-Adventure', 'Family']"
 Henry Calvin,"['Drama', 'Action-Adventure', 'Family']"
 Tony Russo,"['Drama', 'Action-Adventure', 'Family']"
 John Dehner,"['Drama', 'Action-Adventure', 'Family']"
Julie Andrews,"['Fantasy', 'Biographical', 'Musical', 'Family', 'Historical']"
 Christopher Plummer,"['Biographical', 'Animation', 'Family', 'Historical', 'Action-Adventure', 'Buddy']"
 Richard Haydn,"['Comedy', 'Biographical', 'Animation', 'Family', 'Historical', 'Action-Adventure']"
 Peggy Wood,"['Historical', 'Biographical', 'Family']"
 Evadne Baker,"['Historical', 'Biographical', 'Family']"
 Portia Nelson,"['Historical', 'Biographical', 'Family']"
Richard Todd,"['Action-Adventure', 'Family']"
 Joan Rice,"['Action-Adventure', 'Family']"
 Peter Finch,"['Action-Adventure', 'Family']"
 James Hayter,"['Action-Adventure', 'Family']"
 Martita Hunt,"['Action-Adventure', 'Family']"
 James Justice,"['Action-Adventure', 'Family']"
Kurt Russell,"['Comedy', 'Sports', 'Drama', 'Animation', 'Crime', 'Science Fiction', 'Family', 'Historical', 'Action-Adventure', 'Buddy']"
 Joe Flynn,"['Comedy', 'Animation', 'Crime', 'Family', 'Science Fiction', 'Action-Adventure']"
 Eve Arden,"['Comedy', 'Science Fiction', 'Family']"
 Cesar Romero,"['Comedy', 'Family', 'Science Fiction', 'Crime']"
 Phil Silvers,"['Comedy', 'Science Fiction', 'Family']"
 Dick Van Patten,"['Comedy', 'Fantasy', 'Animals & Nature', 'Family', 'Science Fiction']"
Cole Sprouse,"['Comedy', 'Coming of Age', 'Action-Adventure']"
 Dylan Sprouse,"['Comedy', 'Coming of Age', 'Action-Adventure']"
 Brenda Song,"['Comedy', 'Coming of Age', 'Drama', 'Fantasy', 'Animation', 'Music', 'Family', 'Mystery', 'Action-Adventure']"
 Debby Ryan,"['Comedy', 'Coming of Age', 'Action-Adventure']"
 Matthew Timmons,"['Comedy', 'Coming of Age']"
 John Ducey,"['Comedy', 'Coming of Age', 'Family', 'Kids']"
Cole Sprouse,"['Comedy', 'Coming of Age', 'Action-Adventure']"
 Dylan Sprouse,"['Comedy', 'Coming of Age', 'Action-Adventure']"
 Brenda Song,"['Comedy', 'Coming of Age', 'Drama', 'Fantasy', 'Animation', 'Music', 'Family', 'Mystery', 'Action-Adventure']"
 Ashley Tisdale,"['Comedy', 'Coming of Age', 'Animation', 'Musical', 'Family', 'Romance', 'Action-Adventure']"
 Phill Lewis,"['Comedy', 'Coming of Age', 'Animation', 'Kids', 'Action-Adventure']"
 Kim Rhodes,"['Comedy', 'Coming of Age', 'Action-Adventure']"
Cole Sprouse,"['Comedy', 'Coming of Age', 'Action-Adventure']"
 Dylan Sprouse,"['Comedy', 'Coming of Age', 'Action-Adventure']"
 Brenda Song,"['Comedy', 'Coming of Age', 'Drama', 'Fantasy', 'Animation', 'Music', 'Family', 'Mystery', 'Action-Adventure']"
 Debby Ryan,"['Comedy', 'Coming of Age', 'Action-Adventure']"
 Phill Lewis,"['Comedy', 'Coming of Age', 'Animation', 'Kids', 'Action-Adventure']"
Peyton List,"['Comedy', 'Coming of Age', 'Fantasy', 'Family']"
 Jacob Bertrand,"['Comedy', 'Coming of Age', 'Fantasy']"
 Darrin Rose,"['Comedy', 'Coming of Age', 'Fantasy']"
 Claire Rankin,"['Comedy', 'Coming of Age', 'Fantasy']"
 Callan Potter,"['Comedy', 'Coming of Age', 'Fantasy']"
 Jesse Bostick,"['Comedy', 'Coming of Age', 'Fantasy']"
Chez Starbuck,"['Coming of Age', 'Fantasy']"
 Dave Coulier,"['Coming of Age', 'Fantasy']"
 Lisa Sullivan,"['Coming of Age', 'Fantasy']"
 Justin Ross,"['Coming of Age', 'Fantasy']"
 Courtnee Draper,"['Coming of Age', 'Fantasy']"
 Tim Redwine,"['Coming of Age', 'Fantasy']"
Aurora Miranda,"['Animation', 'Musical', 'Family']"
 Carmen Molina,"['Animation', 'Musical', 'Family']"
 Sterling Holloway,"['Comedy', 'Animation', 'Musical', 'Family', 'Action-Adventure']"
 Clarence Nash,"['Comedy', 'Animation', 'Musical', 'Family', 'Kids', 'Action-Adventure']"
 Joaquin Garay,"['Comedy', 'Animation', 'Musical', 'Family', 'Action-Adventure']"
 Jose Oliveira,"['Animation', 'Musical', 'Family']"
Charlie Sheen,"['Comedy', 'Action-Adventure', 'Family']"
 Kiefer Sutherland,"['Comedy', 'Action-Adventure', 'Family']"
 Chris O'Donnell,"['Comedy', 'Action-Adventure', 'Family']"
 Oliver Platt,"['Comedy', 'Western', 'Action-Adventure', 'Family']"
 Tim Curry,"['Comedy', 'Fantasy', 'Animation', 'Family', 'Action-Adventure']"
 Rebecca De Mornay,"['Comedy', 'Action-Adventure', 'Family']"
Jim Cummings,"['Comedy', 'Fantasy', 'Drama', 'Anthology', 'Animation', 'Musical', 'Family', 'Kids', 'Action-Adventure', 'Buddy']"
 Nikita Hopkins,"['Kids', 'Animation', 'Action-Adventure']"
 Ken Sansom,"['Kids', 'Animation', 'Musical', 'Action-Adventure']"
 John Fiedler,"['Comedy', 'Animation', 'Musical', 'Kids', 'Action-Adventure']"
 Peter Cullen,"['Comedy', 'Animation', 'Action-Adventure', 'Kids']"
 Andre Stojka,"['Kids', 'Animation', 'Fantasy', 'Action-Adventure']"
Dean Jones,"['Comedy', 'Sports', 'Fantasy', 'Animals & Nature', 'Family', 'Action-Adventure']"
 Suzanne Pleshette,"['Comedy', 'Fantasy', 'Animals & Nature', 'Family', 'Action-Adventure']"
 Charlie Ruggles,"['Comedy', 'Romance', 'Animals & Nature', 'Family']"
 Kelly Thordsen,"['Comedy', 'Animals & Nature', 'Family']"
 Parley Baer,"['Comedy', 'Animals & Nature', 'Family']"
 Robert Kino,"['Comedy', 'Animals & Nature', 'Family']"
Hallee Hirsh,"['Comedy', 'Coming of Age', 'Fantasy']"
 Spencer Breslin,"['Comedy', 'Coming of Age', 'Drama', 'Fantasy', 'Family']"
 Hallie Todd,"['Comedy', 'Coming of Age', 'Fantasy', 'Family', 'Kids']"
 Brenda Song,"['Comedy', 'Coming of Age', 'Drama', 'Fantasy', 'Animation', 'Music', 'Family', 'Mystery', 'Action-Adventure']"
 John Salley,"['Comedy', 'Coming of Age', 'Fantasy']"
 Susan Ruttan,"['Comedy', 'Coming of Age', 'Fantasy']"
Winston Hibler,"['Historical', 'Documentary', 'Animals & Nature', 'Family']"
Kiefer Sutherland,"['Comedy', 'Animation', 'Action-Adventure', 'Family']"
 Jim Belushi,"['Comedy', 'Animation', 'Family', 'Parody', 'Action-Adventure']"
 Eddie Izzard,"['Comedy', 'Animation', 'Action-Adventure', 'Family']"
 Janeane Garofalo,"['Comedy', 'Animation', 'Action-Adventure']"
 William Shatner,"['Comedy', 'Animation', 'Action-Adventure']"
 Richard Kind,"['Comedy', 'Coming of Age', 'Animation', 'Family', 'Action-Adventure']"
Clarence Nash,"['Comedy', 'Animation', 'Musical', 'Family', 'Kids', 'Action-Adventure']"
 Florence Gill,"['Comedy', 'Animation', 'Family', 'Kids']"
Selena Gomez,"['Comedy', 'Coming of Age', 'Fantasy', 'Action-Adventure', 'Buddy']"
 Jake T. Austin,"['Comedy', 'Coming of Age', 'Fantasy', 'Action-Adventure']"
 Jennifer Stone,"['Comedy', 'Coming of Age', 'Fantasy', 'Action-Adventure']"
 Gregg Sulkin,"['Comedy', 'Fantasy', 'Coming of Age', 'Drama', 'Science Fiction']"
 Beau Mirchoff,"['Comedy', 'Coming of Age', 'Fantasy']"
 Maria Canals-Barrera,"['Comedy', 'Fantasy', 'Coming of Age', 'Musical', 'Music', 'Action-Adventure']"
Jeff Goldblum,"['Comedy', 'Fantasy', 'Animation', 'Docuseries', 'Action-Adventure']"
Richard Romanus,"['Animals & Nature', 'Action-Adventure', 'Drama']"
 Biana Tamimi,"['Animals & Nature', 'Action-Adventure', 'Drama']"
 Patrick Elyas,"['Animals & Nature', 'Action-Adventure', 'Drama']"
 Gerard Rudolf,"['Animals & Nature', 'Action-Adventure', 'Drama']"
 Ali Ameri,"['Animals & Nature', 'Action-Adventure', 'Drama']"
 Andries Rossouw,"['Animals & Nature', 'Action-Adventure', 'Drama']"
Pinto Colvig,"['Comedy', 'Fantasy', 'Animation', 'Family', 'Kids', 'Parody']"
 Billy Bletcher,"['Comedy', 'Animation', 'Family', 'Parody', 'Action-Adventure']"
Billy Bletcher,"['Comedy', 'Animation', 'Family', 'Kids', 'Parody', 'Action-Adventure']"
 Pinto Colvig,"['Comedy', 'Fantasy', 'Animation', 'Family', 'Kids']"
 Dorothy Compton,"['Kids', 'Animation', 'Family']"
 Mary Moder,"['Kids', 'Animation', 'Family']"
Tom Selleck,"['Comedy', 'Documentary', 'Animals & Nature', 'Family', 'Romance', 'Buddy']"
 Steve Guttenberg,"['Comedy', 'Romance', 'Buddy']"
 Ted Danson,"['Comedy', 'Romance', 'Buddy']"
 Margaret Colin,"['Comedy', 'Buddy']"
 Celeste Holm,"['Comedy', 'Buddy']"
 Nancy Travis,"['Comedy', 'Romance', 'Buddy']"
Tom Selleck,"['Comedy', 'Documentary', 'Animals & Nature', 'Family', 'Romance', 'Buddy']"
 Steve Guttenberg,"['Comedy', 'Romance', 'Buddy']"
 Ted Danson,"['Comedy', 'Romance', 'Buddy']"
 Nancy Travis,"['Comedy', 'Romance', 'Buddy']"
 Christopher Cazenove,"['Comedy', 'Romance', 'Buddy']"
 Fiona Shaw,"['Comedy', 'Romance', 'Buddy']"
Walt Disney,"['Comedy', 'Drama', 'Fantasy', 'Variety', 'Documentary', 'Animation', 'Family', 'Kids', 'Historical', 'Action-Adventure']"
 Marcelite Garner,"['Comedy', 'Animation', 'Action-Adventure', 'Family']"
 Sonny Dawson,"['Comedy', 'Animation', 'Family']"
Hayden Panettiere,"['Comedy', 'Coming of Age', 'Drama', 'Animation', 'Family', 'Romance', 'Action-Adventure']"
 Troy Evans,"['Drama', 'Family']"
 Bianca Collins,"['Drama', 'Family']"
 Nathaniel Lee Jr.,"['Drama', 'Family']"
 Nathaniel Lee,"['Drama', 'Family']"
 Mercedes Colon,"['Drama', 'Family']"
Danny Elfman,"['Animation', 'Fantasy', 'Family']"
 Chris Sarandon,"['Comedy', 'Fantasy', 'Animation', 'Family', 'Action-Adventure']"
 Catherine O'Hara,"['Comedy', 'Animation', 'Fantasy', 'Family']"
 William Hickey,"['Animation', 'Fantasy', 'Family']"
 Glenn Shadix,"['Animation', 'Fantasy', 'Family']"
 Paul Reubens,"['Animation', 'Fantasy', 'Family']"
Quinton Flynn,"['Comedy', 'Animation', 'Buddy']"
 Ernie Sabella,"['Comedy', 'Animation', 'Action-Adventure', 'Buddy']"
 Jim Cummings,"['Comedy', 'Fantasy', 'Drama', 'Anthology', 'Animation', 'Family', 'Kids', 'Action-Adventure', 'Buddy']"
 Nathan Lane,"['Comedy', 'Animation', 'Coming of Age', 'Buddy']"
Tinny ,"['Kids', 'Animation', 'Family']"
 Billy,"['Comedy', 'Sports', 'Coming of Age', 'Drama', 'Fantasy', 'Documentary', 'Animals & Nature', 'Animation', 'Concert Film', 'Musical', 'Music', 'Family', 'Science Fiction', 'Mystery', 'Kids', 'Parody', 'Action-Adventure', 'Buddy']"
Mae Whitman,"['Fantasy', 'Animation', 'Anime', 'Family', 'Kids', 'Action-Adventure']"
 Kristin Chenoweth,"['Comedy', 'Drama', 'Fantasy', 'Animation', 'Musical', 'Family', 'Action-Adventure']"
 Raven-Symoné ,"['Comedy', 'Fantasy', 'Coming of Age', 'Animation', 'Family', 'Science Fiction', 'Action-Adventure']"
 Lucy Liu,"['Fantasy', 'Animation', 'Family', 'Kids', 'Action-Adventure']"
 America Ferrera,"['Coming of Age', 'Drama', 'Fantasy', 'Animation', 'Action-Adventure', 'Dance']"
 Jane Horrocks,"['Animation', 'Fantasy', 'Action-Adventure']"
Mae Whitman,"['Fantasy', 'Animation', 'Anime', 'Family', 'Kids', 'Action-Adventure']"
 Lauren Mote,"['Animation', 'Fantasy', 'Action-Adventure']"
 Michael Sheen,"['Animation', 'Fantasy', 'Action-Adventure']"
 Pamela Adlon,"['Comedy', 'Fantasy', 'Animation', 'Family', 'Action-Adventure']"
 Lucy Liu,"['Fantasy', 'Animation', 'Family', 'Kids', 'Action-Adventure']"
 Raven-Symoné,"['Comedy', 'Fantasy', 'Coming of Age', 'Animation', 'Family', 'Science Fiction', 'Kids', 'Action-Adventure']"
Mae Whitman,"['Fantasy', 'Animation', 'Anime', 'Family', 'Kids', 'Action-Adventure']"
 Jesse McCartney,"['Comedy', 'Fantasy', 'Animation', 'Music', 'Family', 'Action-Adventure']"
 Jane Horrocks,"['Animation', 'Fantasy', 'Action-Adventure']"
 Lucy Liu,"['Fantasy', 'Animation', 'Family', 'Kids', 'Action-Adventure']"
 Raven-Symoné ,"['Comedy', 'Fantasy', 'Coming of Age', 'Animation', 'Family', 'Science Fiction', 'Action-Adventure']"
 Kristin Chenoweth,"['Comedy', 'Drama', 'Fantasy', 'Animation', 'Musical', 'Family', 'Action-Adventure']"
James Cameron,"['Historical', 'Docuseries', 'Documentary', 'Animals & Nature']"
 Bob Ballard,"['Historical', 'Documentary', 'Action-Adventure']"
Jonathan Thomas,"['Comedy', 'Coming of Age', 'Action-Adventure']"
 Brad Renfro,"['Comedy', 'Coming of Age', 'Action-Adventure']"
 Eric Schweig,"['Comedy', 'Drama', 'Coming of Age', 'Biographical', 'Action-Adventure']"
 Charles Rocket,"['Comedy', 'Coming of Age', 'Action-Adventure']"
 Amy Wright,"['Comedy', 'Coming of Age', 'Action-Adventure']"
 Michael McShane,"['Comedy', 'Coming of Age', 'Action-Adventure']"
Tom Hanks,"['Comedy', 'Fantasy', 'Drama', 'Biographical', 'Animation', 'Family', 'Kids', 'Historical', 'Romance', 'Action-Adventure', 'Buddy']"
 Tim Allen,"['Comedy', 'Drama', 'Animation', 'Family', 'Kids', 'Action-Adventure', 'Buddy']"
 Don Rickles,"['Comedy', 'Drama', 'Animation', 'Action-Adventure', 'Buddy']"
 Jim Varney,"['Comedy', 'Animation', 'Action-Adventure', 'Buddy']"
 Wallace Shawn,"['Comedy', 'Drama', 'Fantasy', 'Coming of Age', 'Animation', 'Family', 'Science Fiction', 'Kids', 'Action-Adventure', 'Buddy']"
 John Ratzenberger,"['Comedy', 'Drama', 'Animation', 'Family', 'Kids', 'Action-Adventure', 'Buddy']"
Tom Hanks,"['Comedy', 'Fantasy', 'Drama', 'Biographical', 'Animation', 'Family', 'Kids', 'Historical', 'Romance', 'Action-Adventure', 'Buddy']"
 Tim Allen,"['Comedy', 'Drama', 'Animation', 'Family', 'Kids', 'Action-Adventure', 'Buddy']"
