type,title,director,cast,date_added,release_year,duration,listed_in,listed_in_count
Movie,DuckTales The Movie: Treasure of the Lost Lamp,Bob Hathcock,"Alan Young, Terence McGovern, Russi Taylor, Richard Libertini, Christopher Lloyd, June Foray",2019-11-12,1990,75 min,"Action-Adventure, Animation, Comedy",3
Movie,Dug's Special Mission,Ronnie Del Carmen,"Bob Peterson, Delroy Lindo, Jerome Ranft",2019-11-12,2009,6 min,"Animation, Comedy, Family",3
Movie,Dumbo,Tim Burton,"Colin Farrell, Michael Keaton, Danny DeVito, Eva Green, Alan Arkin, Nico Parker",2019-11-12,2019,117 min,"Action-Adventure, Family, Fantasy",3
Movie,Early to Bed,Jack Kinney,,2019-11-12,1941,9 min,"Animation, Comedy, Family",3
Movie,Earth Live,Glenn Weiss,"Jane Lynch, Phil Keoghan, Chris Packham",2019-11-12,2017,94 min,"Animals & Nature, Documentary, Family",3
Movie,Easter Island Unsolved,Geoff Luck,Peter Demeo,2019-11-12,2018,45 min,"Documentary, Historical",2
Movie,Eddie's Million Dollar Cook-off,Paul Hoen,"Taylor Ball, Orlando Brown, Reiley McClendon, Mark Taylor, Rose McIver, Kylie Leydon",2019-11-12,2003,86 min,"Comedy, Coming of Age, Sports",3
Movie,Eight Below,Frank Marshall,"Paul Walker, Bruce Greenwood, Moon Bloodgood, Wendy Crewson, Gerard Plunkett, August Schellenberg",2019-11-12,2006,122 min,"Action-Adventure, Animals & Nature, Drama",3
TV Show,Elena of Avalor (Shorts),,"Aimee Carrero, Jenna Ortega, Maximus Riegel, Gia Lopez, Desmond Gerber, Mick Wingert",2019-11-12,2017,2 Seasons,"Action-Adventure, Animation, Fantasy",3
Movie,Emil and the Detectives,Peter Tewksbury,"Walter Slezak, Roger Mobley, Heinz Schubert, Peter Ehrlich, Cindy Cassell, Elsa Wagner",2019-11-12,1964,98 min,"Action-Adventure, Crime, Family",3
Movie,Empire of Dreams: The Story of the Star Wars Trilogy,"Edith Becker, Kevin Burns","Robert Clotworthy, Walter Cronkite, Anthony Daniels, Warwick Davis, Carrie Fisher, Harrison Ford",2019-11-12,2004,151 min,Documentary,1
TV Show,Encore!,,"Kristen Bell, Roger Love, Susan Egan, Ali Stroker, Stephen Schwartz",2019-11-12,2019,1 Season,"Music, Reality",2
Movie,Escape to Witch Mountain,John Hough,"Eddie Albert, Ray Milland, Donald Pleasence, Kim Richards, Ike Eisenmann, Walter Barnes",2019-11-12,1975,98 min,"Action-Adventure, Family, Fantasy",3
TV Show,Even Stevens,,"Shia LaBeouf, Christy Romano, Nick Spano, Tom Virtue, Donna Pescow",2019-11-12,2000,3 Seasons,"Comedy, Coming of Age, Kids",3
Movie,Expedition Mars: Spirit & Opportunity,Mark Davis,Bray Poor,2019-11-12,2019,88 min,Documentary,1
Movie,Fantasia,"Samuel Armstrong, James Algar, Bill Roberts","Deems Taylor, Walt Disney, Leopold Stokowski",2019-11-12,1940,126 min,"Animation, Family, Fantasy",3
Movie,Fantasia 2000,"Pixote Hunt, Hendel Butoy, Eric Goldberg","Steve Martin, Itzhak Perlman, Quincy Jones, Bette Midler, James Jones, Penn Teller",2019-11-12,2000,76 min,"Animation, Family, Fantasy",3
TV Show,Fantastic Four (Series),,"Beau Weaver, Lori Alan, Chuck McCann, Brian Green, Stan Lee, Pauline Lomas",2019-11-12,1994,1 Season,"Action-Adventure, Animation, Kids",3
TV Show,Fantastic Four: World's Greatest Heroes,,"Christopher Jacot, Hiro Kanagawa, Lara Gilchrist, Brian Dobson",2019-11-12,2007,1 Season,"Action-Adventure, Animation, Kids",3
Movie,Ferdinand the Bull,Dick Rickard,,2019-11-12,1938,8 min,"Animation, Comedy, Family",3
Movie,Finding Dory,"Andrew Stanton, Angus MacLane","Ellen DeGeneres, Albert Brooks, Ed O'Neill, Kaitlin Olson, Hayden Rolence, Ty Burrell",2019-11-12,2016,98 min,"Action-Adventure, Animation, Comedy",3
Movie,Finding Nemo,Andrew Stanton,"Albert Brooks, Ellen DeGeneres, Alexander Gould, Willem Dafoe, Brad Garrett, Allison Janney",2019-11-12,2003,103 min,"Action-Adventure, Animation, Comedy",3
Movie,First Kid,David Evans,"Sinbad , Robert Guillaume, Timothy Busfield, Brock Pierce, James Naughton, Art Fleur",2019-11-12,1996,102 min,"Buddy, Comedy, Coming of Age",3
Movie,Flight of the Navigator,Randal Kleiser,"Joey Cramer, Veronica Cartwright, Cliff De Young, Sarah Parker, Matt Adler, Howard Hesseman",2019-11-12,1986,90 min,"Action-Adventure, Science Fiction",2
Movie,Float,Bobby Rubio,"Eli Fucile, Bobby Rubio, Luna Watson, Mika Kubo",2019-11-12,2019,10 min,"Animation, Family, Fantasy",3
Movie,Flowers and Trees,Burt Gillett,,2019-11-12,1932,8 min,"Animation, Family, Kids",3
Movie,Flubber,Les Mayfield,"Robin Williams, Marcia Harden, Christopher McDonald, Raymond Barry, Clancy Brown, Ted Levine",2019-11-12,1997,96 min,"Comedy, Family, Science Fiction",3
Movie,Food for Feudin',Charles Nichols,,2019-11-12,1950,7 min,"Animation, Comedy, Family",3
Movie,For the Birds,Ralph Eggleston,,2019-11-12,2001,4 min,"Animation, Comedy, Family",3
Movie,Forky Asks a Question: What is Money?,Bob Peterson,"Tony Hale, John Ratzenberger, Bob Peterson",2019-11-12,2019,6 min,"Animation, Comedy, Family",3
Movie,Frank and Ollie,Theodore Thomas,"Frank Thomas, Ollie Johnston, Sylvia Roemer, John Canemaker, John Culhane, Marie Johnston",2019-11-12,1995,89 min,"Biographical, Documentary",2
Movie,Frankenweenie (Short),Tim Burton,"Shelley Duvall, Daniel Stern, Barret Oliver",2019-11-12,1984,27 min,"Drama, Parody, Science Fiction",3
Movie,Freaky Friday,Mark Waters,"Jamie Curtis, Lindsay Lohan, Harold Gould, Chad Murray, Stephen Tobolowsky, Christina Vidal",2019-11-12,2003,98 min,"Comedy, Family, Fantasy",3
Movie,Free Solo,"Elizabeth Vasarhelyi, Jimmy Chin","Alex Honnold, Tommy Caldwell",2019-11-12,2018,101 min,"Action-Adventure, Documentary, Sports",3
Movie,Frenemies,Daisy Mayer,"Zendaya , Bella Thorne, Mary Mouser, Nick Robinson, Stefanie Scott, Connor Price",2019-11-12,2012,88 min,"Anthology, Comedy, Coming of Age",3
Movie,Frozen,"Chris Buck, Jennifer Lee","Kristen Bell, Idina Menzel, Jonathan Groff, Josh Gad, Santino Fontana, Alan Tudyk",2019-11-12,2013,105 min,"Animation, Family, Fantasy",3
Movie,Full-Court Miracle,Stuart Gillard,"Alex Linz, R.H. Thomson, Sean Marquette, Jase Blankfort, Erik Knudsen, David Sazant",2019-11-12,2003,95 min,"Coming of Age, Drama, Sports",3
Movie,Fun and Fancy Free,"Jack Kinney, W. Roberts, Hamilton Luske","Edgar Bergen, Dinah Shore, Luana Patten, Clarence Nash, Mickey Mouse, Cliff Edwards",2019-11-12,1947,74 min,"Action-Adventure, Animation, Comedy",3
Movie,Fuzzbucket,Mick Garris,"Chris Hebert, Phil Fondacaro, Joe Regalbuto, Wendy Phillips, Robyn Lively, John Vernon",2019-11-12,1986,46 min,"Buddy, Comedy, Coming of Age",3
TV Show,Gargoyles,,"Thom Hernandez, Edward Asner, Jeff Bennett, Keith David, Bill Fagerbakke, Jonathan Frakes",2019-11-12,1994,3 Seasons,"Action-Adventure, Animation, Fantasy",3
Movie,Geek Charming,Jeffrey Hornaday,"Sarah Hyland, Matt Prokop, Sasha Pieterse, Jordan Nichols, Vanessa Morgan, Lili Simmons",2019-11-12,2011,99 min,"Comedy, Coming of Age, Drama",3
Movie,Genius,Rod Daniel,"Trevor Morgan, Emmy Rossum, Yannick Bisson, Peter Keleghan, Philip Granger, Charles Fleischer",2019-11-12,1999,86 min,"Comedy, Coming of Age",2
Movie,George & A.J.,Josh Cooley,"Jason Topolski, A.J. Riebli  III, Steve Purcell, Peter Sohn, Bob Peterson, Kim Donovan",2019-11-12,2009,4 min,"Animation, Comedy, Family",3
Movie,Geri's Game,Jan Pinkava,Bob Peterson,2019-11-12,1997,5 min,"Animation, Family, Kids",3
Movie,Get a Clue,Maggie Greenwald,"Lindsay Lohan, Bug Hall, Ian Gomez, Brenda Song, Ali Mukadam, Dan Lett",2019-11-12,2002,84 min,"Drama, Mystery",2
Movie,Giants of the Deep Blue,Ken Corben,Bill Graves,2019-11-12,2018,45 min,"Animals & Nature, Documentary, Family",3
TV Show,Girl Meets World,,"Rowan Blanchard, Ben Savage, Sabrina Carpenter, Peyton Meyer, August Maturo, Danielle Fishel",2019-11-12,2013,3 Seasons,"Comedy, Coming of Age, Family",3
Movie,Go Figure,Francine McDougall,"Jordan Hinson, Whitney Sloan, Cristine Rose",2019-11-12,2005,89 min,"Coming of Age, Sports",2
Movie,Going to the Mat,Stuart Gillard,"Andrew Lawrence, Khleo Thomas, Alessandra Toreson, Billy Brown, Brenda Strong, Brian Wimmer",2019-11-12,2004,92 min,"Coming of Age, Sports",2
TV Show,Good Luck Charlie,,"Bridgit Mendler, Leigh-Allyn Baker, Bradley Perry, Mia Talerico, Eric Kramer, Jason Dolley",2019-11-12,2009,4 Seasons,"Comedy, Coming of Age, Family",3
Movie,"Good Luck Charlie, It's Christmas!",Arlene Sanford,"Bridgit Mendler, Leigh-Allyn Baker, Bradley Perry, Mia Talerico, Debra Monk, Michael Kagan",2019-11-12,2011,82 min,"Comedy, Coming of Age, Family",3
TV Show,Goof Troop,,"Nancy Cartwright, Jim Cummings, Dana Hill, Rob Paulson, Corey Burton, Bill Farmer",2019-11-12,1992,1 Season,"Animation, Comedy, Kids",3
Movie,Gotta Kick it Up,Ramon Menendez,"Camille Guaty, America Ferrera, Jhoanna Flores, Suilma Rodriguez, Sabrina Wiener, Miguel Sandoval",2019-11-12,2002,85 min,"Coming of Age, Dance, Drama",3
Movie,Grand Canyonscope,C. Nichols,,2019-11-12,1954,7 min,"Animation, Comedy, Family",3
Movie,Grasshopper and the Ants,Wilfred Jackson,,2019-11-12,1934,8 min,"Animation, Family, Music",3
TV Show,Great Migrations,,Alec Baldwin,2019-11-12,2010,1 Season,"Animals & Nature, Docuseries, Survival",3
Movie,Greyfriars Bobby,Don Chaffey,"Donald Crisp, Laurence Naismith, Alex Mackenzie, Duncan Macrae, Andrew Cruickshank, Gordon Jackson",2019-11-12,1961,91 min,"Animals & Nature, Drama, Family",3
Movie,Gus,Vincent McEveety,"Edward Asner, Don Knotts, Gary Grimes, Tim Conway, Liberty Williams, Dick Van Patten",2019-11-12,1976,97 min,"Animals & Nature, Comedy, Family",3
Movie,Halloweentown,Duwayne Dunham,"Debbie Reynolds, Judith Hoag, Kimberly Brown, Joey Zimmerman, Phillip Van Dyke, Emily Roeske",2019-11-12,1998,84 min,"Action-Adventure, Comedy, Coming of Age",3
Movie,Halloweentown High,Mark Dippé,"Kimberly Brown, Judith Hoag, Joey Zimmerman, Emily Roeske, Clifton Davis, Finn Wittrock",2019-11-12,2004,83 min,"Action-Adventure, Comedy, Fantasy",3
Movie,Halloweentown II: Kalabar's Revenge,Mary Lambert,"Kimberly Brown, Judith Hoag, Daniel Kountz, Joseph Zimmerman, Emily Roeske, Phillip Van Dyke",2019-11-12,2001,81 min,"Action-Adventure, Fantasy",2
TV Show,Handy Manny,,"Wilmer Valderrama, Carlos Alazraqui, Dee Baker, Nika Futterman, Tom Kenny, Kath Soucie",2019-11-12,2006,3 Seasons,"Animation, Kids",2
TV Show,Hannah Montana,,"Miley Cyrus, Emily Osment, Mitchel Musso, Jason Earles, Billy Cyrus",2019-11-12,2005,4 Seasons,"Comedy, Coming of Age, Kids",3
Movie,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,Bruce Hendricks,"Miley Cyrus, Joe Jonas, Kevin Jonas, Nick Jonas, Kenny Ortega, Billy Cyrus",2019-11-12,2008,83 min,"Concert Film, Documentary, Music",3
Movie,Hannah Montana The Movie,Peter Chelsom,"Miley Cyrus, Emily Osment, Margo Martindale, Jason Earles, Peter Gunn, Melora Hardin",2019-11-12,2009,105 min,"Comedy, Coming of Age, Drama",3
Movie,Hatching Pete,Stuart Gillard,"Jason Dolley, Mitchel Musso, Tiffany Thornton, Josie Loren, Sean O'Bryan, Amy Farrington",2019-11-12,2009,90 min,"Comedy, Coming of Age",2
Movie,Hawaiian Holiday,Ben Sharpsteen,"Walt Disney, Marcellite Garner, Clarence Nash, Pinto Colvig",2019-11-12,1937,9 min,"Animation, Comedy, Family",3
Movie,Heavyweights,Steven Brill,"Tom McGowan, Aaron Schwartz, Shaun Weiss, Tom Hodges, Leah Lail, Paul Feig",2019-11-12,1995,98 min,"Comedy, Family",2
Movie,Herbie Goes Bananas,Vincent McEveety,"Cloris Leachman, Charles Smith, John Vernon, Stephen Burns, Elyssa Davalos, Joaquin Garay  III",2019-11-12,1980,93 min,"Action-Adventure, Comedy, Family",3
Movie,Herbie Goes to Monte Carlo,Vincent McEveety,"Dean Jones, Don Knotts, Julie Sommars, Jacques Marin, Roy Kinnear, Bernard Fox",2019-11-12,1977,105 min,"Action-Adventure, Comedy, Family",3
Movie,Herbie Rides Again,Robert Stevenson,"Helen Hayes, Ken Berry, Stefanie Powers, John McIntire, Keenan Wynn, Huntz Hall",2019-11-12,1974,89 min,"Comedy, Family, Romantic Comedy",3
Movie,Hercules,"John Musker, Ron Clements","Tate Donovan, Joshua Keaton, Roger Bart, Danny DeVito, James Woods, Susan Egan",2019-11-12,1997,98 min,"Action-Adventure, Animation, Comedy",3
Movie,High School Musical,Kenny Ortega,"Zac Efron, Vanessa Hudgens, Ashley Tisdale, Lucas Grabeel, Alyson Reed, Corbin Bleu",2019-11-12,2006,100 min,"Coming of Age, Musical, Romance",3
Movie,High School Musical 2,Kenny Ortega,"Zac Efron, Vanessa Hudgens, Ashley Tisdale, Lucas Grabeel, Corbin Bleu, Monique Coleman",2019-11-12,2007,114 min,"Coming of Age, Musical",2
Movie,High School Musical 3: Senior Year,Kenny Ortega,"Zac Efron, Vanessa Hudgens, Ashley Tisdale, Lucas Grabeel, Corbin Bleu, Monique Coleman",2019-11-12,2008,121 min,"Coming of Age, Family, Musical",3
TV Show,High School Musical: The Musical: The Series,,"Olivia Rodrigo, Joshua Bassett, Matt Cornett, Sofia Wylie, Larry Saperstein",2019-11-12,2019,2 Seasons,"Comedy, Coming of Age, Drama",3
Movie,Hocus Pocus,Kenny Ortega,"Bette Midler, Sarah Parker, Kathy Najimy, Omri Katz, Thora Birch, Vinessa Shaw",2019-11-12,1993,96 min,"Comedy, Family, Fantasy",3
Movie,Home on the Range,"Will Finn, John Sanford","Roseanne Barr, Judi Dench, Jennifer Tilly, Steve Buscemi, G.W. Bailey, Cuba Gooding Jr.",2019-11-12,2004,82 min,"Animation, Comedy, Family",3
Movie,"Honey, I Blew Up the Kid",Randal Kleiser,"Rick Moranis, Marcia Strassman, Lloyd Bridges, Robert Oliveri, John Shea, Keri Russell",2019-11-12,1992,90 min,"Comedy, Family, Science Fiction",3
Movie,"Honey, I Shrunk the Kids",Joe Johnston,"Rick Moranis, Matt Frewer, Marcia Strassman, Kristine Sutherland, Thomas Brown, Jared Rushton",2019-11-12,1989,94 min,"Action-Adventure, Comedy, Family",3
Movie,"Honey, We Shrunk Ourselves",Dean Cundey,"Rick Moranis, Eve Gordon, Robin Bartlett, Allison Mack, Jake Richardson, Stuart Pankin",2019-11-12,1997,76 min,"Action-Adventure, Comedy, Fantasy",3
Movie,Horse Sense,Greg Beeman,"Joey Lawrence, Andy Lawrence, Susan Walters, M.C. Gainey, Leann Hunley, Robin Thomas",2019-11-12,1999,92 min,"Coming of Age, Drama",2
TV Show,Hostile Planet,,Bear Grylls,2019-11-12,2019,1 Season,"Animals & Nature, Docuseries, Survival",3
Movie,Hounded,Neal Israel,"Tahj Mowry, Shia LaBeouf, Craig Kirkwood, Steven Bendik, Sara Paxton, Rachelle Carson",2019-11-12,2001,92 min,"Animals & Nature, Comedy, Coming of Age",3
Movie,How Dogs Got Their Shapes,,Jake Robards,2019-11-12,2016,44 min,"Animals & Nature, Documentary, Family",3
Movie,How to Build a Better Boy,Paul Hoen,"Ashley Argota, Roger Bart, Kelli Berglund, Noah Centineo, China McClain, Matt Shively",2019-11-12,2014,94 min,"Action-Adventure, Comedy, Science Fiction",3
Movie,How to Fish,Jack Kinney,John McLeish,2019-11-12,1942,7 min,"Animation, Comedy, Family",3
Movie,How to Swim,Jack Kinney,,2019-11-12,1942,8 min,"Animation, Family, Parody",3
TV Show,Hulk and the Agents of S.M.A.S.H.,,"Fred Tatasciore, Clancy Brown, Seth Green, Eliza Dushku, Ben Diskin",2019-11-12,2012,2 Seasons,"Action-Adventure, Animation, Comedy",3
Movie,I'll Be Home for Christmas,Arlene Sanford,"Jonathan Thomas, Jessica Biel, Adam LaVorgna, Gary Cole, Eve Gordon, Lauren Maltby",2019-11-12,1998,87 min,"Action-Adventure, Comedy, Coming of Age",3
Movie,Ice Age: The Great Egg-Scapade,Ricardo Curtis,"Raymond Albert Romano, John Leguizamo, Denis Leary, Queen Latifah",2019-11-12,2016,26 min,"Animation, Comedy, Family",3
Movie,Ice Princess,Tim Fywell,"Joan Cusack, Kim Cattrall, Michelle Trachtenberg, Hayden Panettiere, Trevor Blumas, Connie Ray",2019-11-12,2005,99 min,"Coming of Age, Drama, Romance",3
Movie,Inner Workings,Leo Matsuda,"Este Haim, Tucker Gilmore, Raymond Persi, Terri Douglas",2019-11-12,2016,6 min,"Animation, Comedy, Family",3
Movie,Inside Out,Pete Docter,"Amy Poehler, Phyllis Smith, Richard Kind, Bill Hader, Lewis Black, Mindy Kaling",2019-11-12,2015,95 min,"Animation, Coming of Age, Family",3
Movie,Inspector Gadget,David Kellogg,"Matthew Broderick, Rupert Everett, Joely Fisher, Michelle Trachtenberg, Michael Hagerty, Andy Dick",2019-11-12,1999,80 min,"Action-Adventure, Comedy, Family",3
Movie,Inspector Gadget 2,Alex Zamm,"French Stewart, Elaine Hendrix, Caitlin Wachs, Tony Martin, John Batchelor, Mark Mitchell",2019-11-12,2003,90 min,"Action-Adventure, Comedy, Family",3
Movie,Into the Grand Canyon,Pete McBride,,2019-11-12,2019,82 min,"Action-Adventure, Animals & Nature, Documentary",3
Movie,Into the Okavango,Neil Gelinas,"Steve Boyes, Dr. Steve Boyes, Chris Boyes, Tumeletso Setlabosha, Gobonamang Kgetho, Adjany Costa",2019-11-12,2018,94 min,"Action-Adventure, Animals & Nature, Documentary",3
Movie,Invincible,Ericson Core,"Mark Wahlberg, Greg Kinnear, Elizabeth Banks, Michael Rispoli, Kevin Conway, Kirk Acevedo",2019-11-12,2006,105 min,"Biographical, Family, Sports",3
Movie,Invisible Sister,Paul Hoen,"Rowan Blanchard, Paris Berelc, Karan Brar, Rachel Crow, Alex Désert, Will Meyers",2019-11-12,2015,79 min,"Comedy, Science Fiction",2
TV Show,Iron Man (Series),,"Robert Hays, James Avery, Ed Gilbert, Jim Cummings, Tony Steedman, James Warwick",2019-11-12,1994,1 Season,"Action-Adventure, Animation, Kids",3
TV Show,Iron Man Armored Adventures,,"Adrian Petriw, Daniel Bacon, Anna Cummer, Mackenzie Gray, Vincent Tong",2019-11-12,2008,2 Seasons,"Action-Adventure, Animation, Coming of Age",3
Movie,Iron Will,Charles Haid,"Mackenzie Astin, Kevin Spacey, David Ogden Stiers, August Schellenberg, Brian Cox, George Gerdes",2019-11-12,1994,109 min,"Action-Adventure, Coming of Age, Family",3
Movie,Jack,Francis Coppola,"Robin Williams, Diane Lane, Brian Kerwin, Jennifer Lopez, Bill Cosby, Fran Drescher",2019-11-12,1996,113 min,"Comedy, Coming of Age, Drama",3
Movie,Jack-Jack Attack,Brad Bird,"Bret Parker, Bud Luckey, Eli Fucile, Jason Lee",2019-11-12,2005,6 min,"Animation, Comedy, Family",3
Movie,James and the Giant Peach,Henry Selick,"Miriam Margolyes, Joanna Lumley, Pete Postlethwaite, Paul Terry, Simon Callow, Richard Dreyfuss",2019-11-12,1996,81 min,"Action-Adventure, Animation, Family",3
Movie,Jane,Brett Morgen,Jane Goodall,2019-11-12,2017,90 min,"Animals & Nature, Biographical, Documentary",3
TV Show,Jessie,,"Debby Ryan, Peyton List, Cameron Boyce, Karan Brar, Skai Jackson, Kevin Chamberlin",2019-11-12,2011,4 Seasons,"Comedy, Coming of Age, Family",3
Movie,Jingle Pols,,Dr. Pol,2019-11-12,2013,45 min,"Animals & Nature, Documentary, Medical",3
Movie,Johnny Kapahala: Back on Board,Eric Bross,"Brandon Baker, Robyn Lively, Mary Keller, Yuji Okumoto, Jonathan McDaniel, Andrew Allen",2019-11-12,2007,93 min,"Coming of Age, Drama, Sports",3
Movie,Johnny Tsunami,Steve Boyum,"Cary-Hiroyuki Tagawa, Brandon Baker, Yuji Okumoto, Mary Keller, Lee Young, Kirsten Storms",2019-11-12,1999,92 min,"Coming of Age, Drama, Sports",3
Movie,Jonas Brothers: The Concert Experience,Bruce Hendricks,"Kevin Jonas, Joe Jonas, Nick Jonas, Demi Lovato, Taylor Swift, ""Big Feggans",2019-11-12,2009,89 min,"Concert Film, Documentary, Music",3
Movie,Journey to Shark Eden,,Salvatore Vecchio,2019-11-12,2010,47 min,"Action-Adventure, Animals & Nature, Documentary",3
Movie,Journey to the Center of the Earth,Henry Levin,"Pat Boone, James Mason, Arlene Dahl, Diane Baker, Thayer David, Peter Ronson",2019-11-12,1959,130 min,"Action-Adventure, Family, Science Fiction",3
Movie,Jump In!,Paul Hoen,"Corbin Bleu, David Reivers, Shanica Knowles, Laivan Greene, Kylee Russell, Patrick Johnson Jr.",2019-11-12,2007,86 min,"Coming of Age, Dance, Sports",3
Movie,Jumping Ship,Michael Lange,"Joey Lawrence, Matthew Lawrence, Andrew Lawrence, Susan Walters, Stephen Burleigh, Anthony Wong",2019-11-12,2001,93 min,"Action-Adventure, Coming of Age",2
Movie,Jungle 2 Jungle,John Pasquin,"Tim Allen, Martin Short, Lolita Davidovich, David Stiers, JoBeth Williams, Sam Huntington",2019-11-12,1997,105 min,"Comedy, Family",2
Movie,Jungle Cat,James Algar,Winston Hibler,2019-11-12,1960,70 min,"Animals & Nature, Documentary, Family",3
Movie,Kazaam,Paul Glaser,"Shaquille O'Neal, Francis Capra, Ally Walker, James Acheson, John Costelloe, Marshall Manesh",2019-11-12,1996,94 min,"Action-Adventure, Comedy, Family",3
TV Show,Kickin' It,,"Leo Howard, Dylan Snyder, Mateo Arias, Olivia Holt, Alex Jones, Jason Earles",2019-11-12,2010,4 Seasons,"Action-Adventure, Comedy, Coming of Age",3
Movie,Kim Possible,"Adam Stein, Zach Lipovsky","Sadie Stanley, Sean Giambrone, Ciara Wilson, Taylor Ortega, Connie Ray, Issac Brown",2019-11-12,2019,88 min,"Action-Adventure, Comedy, Coming of Age",3
Movie,Kim Possible Movie: So the Drama,Steve Loter,"Christy Romano, Will Friedle, Nancy Cartwright, Tahj Mowry, Raven , Gary Cole",2019-11-12,2005,70 min,"Action-Adventure, Animation, Coming of Age",3
Movie,Kingdom of the Apes: Battle Lines,,Dan Nachtrab,2019-11-12,2017,44 min,"Animals & Nature, Documentary",2
Movie,Kingdom of the Blue Whale,,Tom Selleck,2019-11-12,2009,94 min,"Animals & Nature, Documentary, Family",3
TV Show,Kingdom of the White Wolf,,Jenny Jules,2019-11-12,2019,1 Season,"Action-Adventure, Animals & Nature, Docuseries",3
